0	1	0
0.05	1	0
0.1	1	0
0.15	1	0
0.2	1	0
0.25	1	0
0.3	1	0
0.35	1	0
0.4	1	0
0.45	1	0
0.5	1	0
0.55	1	0
0.6	1	0
0.65	1	0
0.7	1	0
0.75	1	0
0.8	1	0
0.85	1	0
0.9	1	0
0.95	1	0
1	1	0
1.05	1	0
1.1	1	0
1.15	1	0
1.2	1	0
1.25	1	0
1.3	1	0
1.35	1	0
1.4	1	0
1.45	1	0
1.5	1	0
1.55	1	0
1.6	1	0
1.65	1	0
1.7	1	0
1.75	1	0
1.8	1	0
1.85	1	0
1.9	1	0
1.95	1	0
2	1	0
0	0.95	0.0475
0.05	0.95	0.0475
0.1	0.95	0.0475
0.15	0.95	0.0475
0.2	0.95	0.0475
0.25	0.95	0.0475
0.3	0.95	0.0475
0.35	0.95	0.0475
0.4	0.95	0.0475
0.45	0.95	0.0475
0.5	0.95	0.0475
0.55	0.95	0.0475
0.6	0.95	0.0475
0.65	0.95	0.0475
0.7	0.95	0.0475
0.75	0.95	0.0475
0.8	0.95	0.0475
0.85	0.95	0.0475
0.9	0.95	0.0475
0.95	0.95	0.0475
1	0.95	0.0475
1.05	0.95	0.0475
1.1	0.95	0.0475
1.15	0.95	0.0475
1.2	0.95	0.0475
1.25	0.95	0.0475
1.3	0.95	0.0475
1.35	0.95	0.0475
1.4	0.95	0.0475
1.45	0.95	0.0475
1.5	0.95	0.0475
1.55	0.95	0.0475
1.6	0.95	0.0475
1.65	0.95	0.0475
1.7	0.95	0.0475
1.75	0.95	0.0475
1.8	0.95	0.0475
1.85	0.95	0.0475
1.9	0.95	0.0475
1.95	0.95	0.0475
2	0.95	0.0475
0	0.9	0.09
0.05	0.9	0.09
0.1	0.9	0.09
0.15	0.9	0.09
0.2	0.9	0.09
0.25	0.9	0.09
0.3	0.9	0.09
0.35	0.9	0.09
0.4	0.9	0.09
0.45	0.9	0.09
0.5	0.9	0.09
0.55	0.9	0.09
0.6	0.9	0.09
0.65	0.9	0.09
0.7	0.9	0.09
0.75	0.9	0.09
0.8	0.9	0.09
0.85	0.9	0.09
0.9	0.9	0.09
0.95	0.9	0.09
1	0.9	0.09
1.05	0.9	0.09
1.1	0.9	0.09
1.15	0.9	0.09
1.2	0.9	0.09
1.25	0.9	0.09
1.3	0.9	0.09
1.35	0.9	0.09
1.4	0.9	0.09
1.45	0.9	0.09
1.5	0.9	0.09
1.55	0.9	0.09
1.6	0.9	0.09
1.65	0.9	0.09
1.7	0.9	0.09
1.75	0.9	0.09
1.8	0.9	0.09
1.85	0.9	0.09
1.9	0.9	0.09
1.95	0.9	0.09
2	0.9	0.09
0	0.85	0.1275
0.05	0.85	0.1275
0.1	0.85	0.1275
0.15	0.85	0.1275
0.2	0.85	0.1275
0.25	0.85	0.1275
0.3	0.85	0.1275
0.35	0.85	0.1275
0.4	0.85	0.1275
0.45	0.85	0.1275
0.5	0.85	0.1275
0.55	0.85	0.1275
0.6	0.85	0.1275
0.65	0.85	0.1275
0.7	0.85	0.1275
0.75	0.85	0.1275
0.8	0.85	0.1275
0.85	0.85	0.1275
0.9	0.85	0.1275
0.95	0.85	0.1275
1	0.85	0.1275
1.05	0.85	0.1275
1.1	0.85	0.1275
1.15	0.85	0.1275
1.2	0.85	0.1275
