           8 CPU factor.  time    4.5299999999999854E-004 s
          32 CPU factor.  time    7.9600000000000157E-004 s
          50 CPU factor.  time    4.3499999999999789E-004 s
         128 CPU factor.  time    6.3200000000000062E-004 s
         242 CPU factor.  time    7.3200000000000348E-004 s
         512 CPU factor.  time    1.1900000000000036E-003 s
         968 CPU factor.  time    1.5309999999999976E-003 s
        2048 CPU factor.  time    3.0339999999999950E-003 s
        4050 CPU factor.  time    5.4089999999999971E-003 s
        8192 CPU factor.  time    1.4296999999999990E-002 s
       16200 CPU factor.  time    2.3731000000000002E-002 s
       32768 CPU factor.  time    4.9119999999999997E-002 s
       65522 CPU factor.  time   0.12436000000000003      s
      131072 CPU factor.  time   0.25322700000000009      s
      262088 CPU factor.  time   0.56339799999999984      s
      524288 CPU factor.  time    1.2297120000000001      s
     1048352 CPU factor.  time    4.0542790000000011      s
     2097152 CPU factor.  time    6.5778059999999989      s
     4193408 CPU factor.  time    16.586047000000001      s
