 Tempo totale (Ma):   0.000000
      Nodo              Coordinata X              Coordinata Y                Velocità X                Velocità Y               Temperatura
         1                   0.00000                   0.00000                   0.00000                   0.00000                   0.00000
         2                   0.00780                   0.00000                   0.00000                   0.00000                   0.00000
         3                   0.01560                   0.00000                   0.00000                   0.00000                   0.00000
         4                   0.02340                   0.00000                   0.00000                   0.00000                   0.00000
         5                   0.03120                   0.00000                   0.00000                   0.00000                   0.00000
         6                   0.03910                   0.00000                   0.00000                   0.00000                   0.00000
         7                   0.04690                   0.00000                   0.00000                   0.00000                   0.00000
         8                   0.05470                   0.00000                   0.00000                   0.00000                   0.00000
         9                   0.06250                   0.00000                   0.00000                   0.00000                   0.00000
        10                   0.07030                   0.00000                   0.00000                   0.00000                   0.00000
        11                   0.07810                   0.00000                   0.00000                   0.00000                   0.00000
        12                   0.08590                   0.00000                   0.00000                   0.00000                   0.00000
        13                   0.09380                   0.00000                   0.00000                   0.00000                   0.00000
        14                   0.10160                   0.00000                   0.00000                   0.00000                   0.00000
        15                   0.10940                   0.00000                   0.00000                   0.00000                   0.00000
        16                   0.11720                   0.00000                   0.00000                   0.00000                   0.00000
        17                   0.12500                   0.00000                   0.00000                   0.00000                   0.00000
        18                   0.13280                   0.00000                   0.00000                   0.00000                   0.00000
        19                   0.14060                   0.00000                   0.00000                   0.00000                   0.00000
        20                   0.14840                   0.00000                   0.00000                   0.00000                   0.00000
        21                   0.15620                   0.00000                   0.00000                   0.00000                   0.00000
        22                   0.16410                   0.00000                   0.00000                   0.00000                   0.00000
        23                   0.17190                   0.00000                   0.00000                   0.00000                   0.00000
        24                   0.17970                   0.00000                   0.00000                   0.00000                   0.00000
        25                   0.18750                   0.00000                   0.00000                   0.00000                   0.00000
        26                   0.19530                   0.00000                   0.00000                   0.00000                   0.00000
        27                   0.20310                   0.00000                   0.00000                   0.00000                   0.00000
        28                   0.21090                   0.00000                   0.00000                   0.00000                   0.00000
        29                   0.21880                   0.00000                   0.00000                   0.00000                   0.00000
        30                   0.22660                   0.00000                   0.00000                   0.00000                   0.00000
        31                   0.23440                   0.00000                   0.00000                   0.00000                   0.00000
        32                   0.24220                   0.00000                   0.00000                   0.00000                   0.00000
        33                   0.25000                   0.00000                   0.00000                   0.00000                   0.00000
        34                   0.25780                   0.00000                   0.00000                   0.00000                   0.00000
        35                   0.26560                   0.00000                   0.00000                   0.00000                   0.00000
        36                   0.27340                   0.00000                   0.00000                   0.00000                   0.00000
        37                   0.28120                   0.00000                   0.00000                   0.00000                   0.00000
        38                   0.28910                   0.00000                   0.00000                   0.00000                   0.00000
        39                   0.29690                   0.00000                   0.00000                   0.00000                   0.00000
        40                   0.30470                   0.00000                   0.00000                   0.00000                   0.00000
        41                   0.31250                   0.00000                   0.00000                   0.00000                   0.00000
        42                   0.32030                   0.00000                   0.00000                   0.00000                   0.00000
        43                   0.32810                   0.00000                   0.00000                   0.00000                   0.00000
        44                   0.33590                   0.00000                   0.00000                   0.00000                   0.00000
        45                   0.34380                   0.00000                   0.00000                   0.00000                   0.00000
        46                   0.35160                   0.00000                   0.00000                   0.00000                   0.00000
        47                   0.35940                   0.00000                   0.00000                   0.00000                   0.00000
        48                   0.36720                   0.00000                   0.00000                   0.00000                   0.00000
        49                   0.37500                   0.00000                   0.00000                   0.00000                   0.00000
        50                   0.38280                   0.00000                   0.00000                   0.00000                   0.00000
        51                   0.39060                   0.00000                   0.00000                   0.00000                   0.00000
        52                   0.39840                   0.00000                   0.00000                   0.00000                   0.00000
        53                   0.40620                   0.00000                   0.00000                   0.00000                   0.00000
        54                   0.41410                   0.00000                   0.00000                   0.00000                   0.00000
        55                   0.42190                   0.00000                   0.00000                   0.00000                   0.00000
        56                   0.42970                   0.00000                   0.00000                   0.00000                   0.00000
        57                   0.43750                   0.00000                   0.00000                   0.00000                   0.00000
        58                   0.44530                   0.00000                   0.00000                   0.00000                   0.00000
        59                   0.45310                   0.00000                   0.00000                   0.00000                   0.00000
        60                   0.46090                   0.00000                   0.00000                   0.00000                   0.00000
        61                   0.46880                   0.00000                   0.00000                   0.00000                   0.00000
        62                   0.47660                   0.00000                   0.00000                   0.00000                   0.00000
        63                   0.48440                   0.00000                   0.00000                   0.00000                   0.00000
        64                   0.49220                   0.00000                   0.00000                   0.00000                   0.00000
        65                   0.50000                   0.00000                   0.00000                   0.00000                   0.00000
        66                   0.50780                   0.00000                   0.00000                   0.00000                   0.00000
