 Tempo totale (Ma):   0.000015
  Elemento    Coordinata X    Coordinata Y         Hr       Cond.   Densità         Cp           alpha       Pressione  Pressione lito  Temperatura       Viscosità   Shear Heating     Ad. Heating
      3974          0.0430          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3975          0.0508          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3976          0.0586          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3977          0.0664          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3978          0.0742          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3979          0.0820          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3980          0.0898          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3981          0.0977          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3982          0.1055          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3983          0.1133          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3984          0.1211          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3985          0.1289          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3986          0.1367          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3987          0.1445          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3988          0.1523          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3989          0.1602          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3990          0.1680          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3991          0.1758          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3992          0.1836          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3993          0.1914          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3994          0.1992          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3995          0.2070          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3996          0.2148          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3997          0.2227          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3998          0.2305          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      3999          0.2383          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4000          0.2461          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4001          0.2539          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4002          0.2617          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4003          0.2695          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4004          0.2773          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4005          0.2852          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4006          0.2930          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4007          0.3008          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4008          0.3086          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4009          0.3164          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4010          0.3242          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4011          0.3320          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4012          0.3398          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4013          0.3477          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4014          0.3555          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4015          0.3633          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4016          0.3711          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4017          0.3789          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4018          0.3867          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4019          0.3945          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4020          0.4023          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4021          0.4102          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4022          0.4180          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4023          0.4258          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4024          0.4336          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4025          0.4414          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4026          0.4492          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4027          0.4570          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4028          0.4648          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4029          0.4727          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4030          0.4805          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4031          0.4883          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4032          0.4961          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4033          0.5039          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4034          0.5117          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4035          0.5195          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4036          0.5273          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4037          0.5352          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4038          0.5430          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4039          0.5508          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4040          0.5586          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4041          0.5664          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4042          0.5742          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4043          0.5820          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4044          0.5898          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4045          0.5977          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4046          0.6055          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4047          0.6133          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4048          0.6211          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4049          0.6289          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4050          0.6367          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4051          0.6445          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4052          0.6523          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4053          0.6602          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4054          0.6680          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4055          0.6758          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4056          0.6836          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4057          0.6914          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4058          0.6992          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4059          0.7070          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4060          0.7148          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4061          0.7227          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4062          0.7305          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4063          0.7383          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4064          0.7461          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4065          0.7539          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4066          0.7617          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4067          0.7695          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4068          0.7773          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4069          0.7852          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4070          0.7930          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4071          0.8008          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4072          0.8086          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4073          0.8164          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4074          0.8242          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4075          0.8320          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4076          0.8398          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4077          0.8477          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4078          0.8555          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4079          0.8633          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4080          0.8711          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4081          0.8789          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4082          0.8867          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4083          0.8945          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4084          0.9023          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4085          0.9102          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4086          0.9180          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4087          0.9258          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4088          0.9336          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4089          0.9414          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4090          0.9492          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4091          0.9570          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4092          0.9648          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4093          0.9727          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4094          0.9805          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4095          0.9883          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4096          0.9961          0.2461     0.2579     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.5390           0.2579      1.0000         0.25786          0.0000    
      4097          0.0039          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4098          0.0117          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4099          0.0195          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4100          0.0273          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4101          0.0352          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4102          0.0430          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4103          0.0508          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4104          0.0586          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4105          0.0664          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4106          0.0742          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4107          0.0820          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4108          0.0898          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4109          0.0977          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4110          0.1055          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4111          0.1133          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4112          0.1211          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4113          0.1289          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4114          0.1367          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4115          0.1445          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4116          0.1523          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4117          0.1602          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4118          0.1680          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4119          0.1758          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4120          0.1836          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4121          0.1914          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4122          0.1992          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4123          0.2070          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4124          0.2148          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4125          0.2227          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4126          0.2305          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4127          0.2383          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4128          0.2461          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4129          0.2539          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4130          0.2617          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4131          0.2695          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4132          0.2773          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4133          0.2852          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4134          0.2930          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4135          0.3008          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4136          0.3086          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4137          0.3164          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4138          0.3242          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4139          0.3320          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4140          0.3398          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4141          0.3477          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4142          0.3555          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4143          0.3633          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4144          0.3711          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4145          0.3789          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4146          0.3867          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4147          0.3945          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4148          0.4023          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4149          0.4102          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4150          0.4180          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4151          0.4258          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4152          0.4336          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4153          0.4414          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4154          0.4492          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4155          0.4570          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4156          0.4648          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4157          0.4727          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4158          0.4805          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4159          0.4883          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4160          0.4961          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4161          0.5039          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4162          0.5117          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
      4163          0.5195          0.2539     0.2423     0.0000     1.0000     1.0000     0.30000E-04      0.0000          7.4610           0.2423      1.0000         0.24226          0.0000    
