           8 CPU factor.  time    4.6500000000000014E-004 s
          32 CPU factor.  time    4.7200000000000020E-004 s
          50 CPU factor.  time    5.1700000000000357E-004 s
         128 CPU factor.  time    6.5899999999999986E-004 s
         242 CPU factor.  time    9.0400000000000202E-004 s
         512 CPU factor.  time    1.1470000000000022E-003 s
         968 CPU factor.  time    1.8180000000000002E-003 s
        2048 CPU factor.  time    4.7050000000000008E-003 s
        4050 CPU factor.  time    1.0284000000000001E-002 s
        8192 CPU factor.  time    2.6426999999999992E-002 s
       16200 CPU factor.  time    6.8851000000000023E-002 s
       32768 CPU factor.  time   0.16452400000000000      s
       65522 CPU factor.  time   0.51354599999999995      s
      131072 CPU factor.  time   0.86416500000000029      s
      262088 CPU factor.  time    2.3194740000000000      s
      524288 CPU factor.  time    5.4792590000000008      s
     1048352 CPU factor.  time    31.641038999999999      s
     2097152 CPU factor.  time    40.889744999999998      s
     4193408 CPU factor.  time    130.12174900000002      s
