 Tempo totale (Ma):   0.000000
      Nodo              Coordinata X              Coordinata Y                Velocità X                Velocità Y               Temperatura
       153                   1.45000                   0.15000                   0.12750                  -0.00000                   0.00000
       154                   1.50000                   0.15000                   0.12750                  -0.00000                   0.00000
       155                   1.55000                   0.15000                   0.12750                  -0.00000                   0.00000
       156                   1.60000                   0.15000                   0.12750                  -0.00000                   0.00000
       157                   1.65000                   0.15000                   0.12750                  -0.00000                   0.00000
       158                   1.70000                   0.15000                   0.12750                   0.00000                   0.00000
       159                   1.75000                   0.15000                   0.12750                   0.00000                   0.00000
       160                   1.80000                   0.15000                   0.12750                   0.00000                   0.00000
       161                   1.85000                   0.15000                   0.12750                   0.00000                   0.00000
       162                   1.90000                   0.15000                   0.12750                   0.00000                   0.00000
       163                   1.95000                   0.15000                   0.12750                   0.00000                   0.00000
       164                   2.00000                   0.15000                   0.12750                   0.00000                   0.00000
       165                   0.00000                   0.20000                   0.16000                   0.00000                3850.00023
       166                   0.05000                   0.20000                   0.16000                  -0.00000                3775.00016
       167                   0.10000                   0.20000                   0.16000                   0.00000                3600.00005
       168                   0.15000                   0.20000                   0.16000                   0.00000                3400.00003
       169                   0.20000                   0.20000                   0.16000                   0.00000                3200.00008
       170                   0.25000                   0.20000                   0.16000                   0.00000                3000.00011
       171                   0.30000                   0.20000                   0.16000                   0.00000                2800.00011
       172                   0.35000                   0.20000                   0.16000                  -0.00000                2600.00010
       173                   0.40000                   0.20000                   0.16000                  -0.00000                2400.00009
       174                   0.45000                   0.20000                   0.16000                  -0.00000                2200.00007
       175                   0.50000                   0.20000                   0.16000                   0.00000                2000.00004
       176                   0.55000                   0.20000                   0.16000                   0.00000                1800.00003
       177                   0.60000                   0.20000                   0.16000                   0.00000                1600.00004
       178                   0.65000                   0.20000                   0.16000                   0.00000                1400.00002
       179                   0.70000                   0.20000                   0.16000                   0.00000                1199.99998
       180                   0.75000                   0.20000                   0.16000                   0.00000                 999.99999
       181                   0.80000                   0.20000                   0.16000                   0.00000                 800.00004
       182                   0.85000                   0.20000                   0.16000                  -0.00000                 600.00006
       183                   0.90000                   0.20000                   0.16000                   0.00000                 400.00005
       184                   0.95000                   0.20000                   0.16000                   0.00000                 200.00002
       185                   1.00000                   0.20000                   0.16000                   0.00000                  50.00001
       186                   1.05000                   0.20000                   0.16000                   0.00000                   0.00000
       187                   1.10000                   0.20000                   0.16000                   0.00000                   0.00000
       188                   1.15000                   0.20000                   0.16000                  -0.00000                   0.00000
       189                   1.20000                   0.20000                   0.16000                  -0.00000                   0.00000
       190                   1.25000                   0.20000                   0.16000                  -0.00000                   0.00000
       191                   1.30000                   0.20000                   0.16000                  -0.00000                   0.00000
       192                   1.35000                   0.20000                   0.16000                  -0.00000                   0.00000
       193                   1.40000                   0.20000                   0.16000                  -0.00000                   0.00000
       194                   1.45000                   0.20000                   0.16000                  -0.00000                   0.00000
       195                   1.50000                   0.20000                   0.16000                  -0.00000                   0.00000
       196                   1.55000                   0.20000                   0.16000                  -0.00000                   0.00000
       197                   1.60000                   0.20000                   0.16000                  -0.00000                   0.00000
       198                   1.65000                   0.20000                   0.16000                  -0.00000                   0.00000
       199                   1.70000                   0.20000                   0.16000                  -0.00000                   0.00000
       200                   1.75000                   0.20000                   0.16000                   0.00000                   0.00000
       201                   1.80000                   0.20000                   0.16000                   0.00000                   0.00000
       202                   1.85000                   0.20000                   0.16000                   0.00000                   0.00000
       203                   1.90000                   0.20000                   0.16000                   0.00000                   0.00000
       204                   1.95000                   0.20000                   0.16000                   0.00000                   0.00000
       205                   2.00000                   0.20000                   0.16000                   0.00000                   0.00000
       206                   0.00000                   0.25000                   0.18750                   0.00000                3850.00029
       207                   0.05000                   0.25000                   0.18750                  -0.00000                3775.00022
       208                   0.10000                   0.25000                   0.18750                  -0.00000                3600.00010
       209                   0.15000                   0.25000                   0.18750                   0.00000                3400.00005
       210                   0.20000                   0.25000                   0.18750                   0.00000                3200.00007
       211                   0.25000                   0.25000                   0.18750                   0.00000                3000.00011
       212                   0.30000                   0.25000                   0.18750                   0.00000                2800.00013
       213                   0.35000                   0.25000                   0.18750                  -0.00000                2600.00016
       214                   0.40000                   0.25000                   0.18750                  -0.00000                2400.00015
       215                   0.45000                   0.25000                   0.18750                  -0.00000                2200.00011
       216                   0.50000                   0.25000                   0.18750                  -0.00000                2000.00007
       217                   0.55000                   0.25000                   0.18750                   0.00000                1800.00004
       218                   0.60000                   0.25000                   0.18750                   0.00000                1600.00003
       219                   0.65000                   0.25000                   0.18750                   0.00000                1400.00001
       220                   0.70000                   0.25000                   0.18750                   0.00000                1200.00000
       221                   0.75000                   0.25000                   0.18750                   0.00000                1000.00003
       222                   0.80000                   0.25000                   0.18750                   0.00000                 800.00007
       223                   0.85000                   0.25000                   0.18750                  -0.00000                 600.00010
       224                   0.90000                   0.25000                   0.18750                   0.00000                 400.00010
       225                   0.95000                   0.25000                   0.18750                   0.00000                 200.00005
       226                   1.00000                   0.25000                   0.18750                   0.00000                  50.00001
       227                   1.05000                   0.25000                   0.18750                   0.00000                   0.00000
       228                   1.10000                   0.25000                   0.18750                   0.00000                   0.00000
       229                   1.15000                   0.25000                   0.18750                   0.00000                   0.00000
       230                   1.20000                   0.25000                   0.18750                   0.00000                   0.00000
       231                   1.25000                   0.25000                   0.18750                  -0.00000                   0.00000
       232                   1.30000                   0.25000                   0.18750                  -0.00000                   0.00000
       233                   1.35000                   0.25000                   0.18750                  -0.00000                   0.00000
       234                   1.40000                   0.25000                   0.18750                  -0.00000                   0.00000
       235                   1.45000                   0.25000                   0.18750                  -0.00000                   0.00000
       236                   1.50000                   0.25000                   0.18750                  -0.00000                   0.00000
       237                   1.55000                   0.25000                   0.18750                  -0.00000                   0.00000
       238                   1.60000                   0.25000                   0.18750                  -0.00000                   0.00000
       239                   1.65000                   0.25000                   0.18750                  -0.00000                   0.00000
       240                   1.70000                   0.25000                   0.18750                  -0.00000                   0.00000
       241                   1.75000                   0.25000                   0.18750                  -0.00000                   0.00000
       242                   1.80000                   0.25000                   0.18750                   0.00000                   0.00000
       243                   1.85000                   0.25000                   0.18750                   0.00000                   0.00000
       244                   1.90000                   0.25000                   0.18750                   0.00000                   0.00000
       245                   1.95000                   0.25000                   0.18750                   0.00000                   0.00000
       246                   2.00000                   0.25000                   0.18750                   0.00000                   0.00000
       247                   0.00000                   0.30000                   0.21000                   0.00000                3850.00026
       248                   0.05000                   0.30000                   0.21000                   0.00000                3775.00021
       249                   0.10000                   0.30000                   0.21000                  -0.00000                3600.00013
       250                   0.15000                   0.30000                   0.21000                  -0.00000                3400.00007
       251                   0.20000                   0.30000                   0.21000                   0.00000                3200.00006
       252                   0.25000                   0.30000                   0.21000                   0.00000                3000.00008
       253                   0.30000                   0.30000                   0.21000                   0.00000                2800.00013
       254                   0.35000                   0.30000                   0.21000                   0.00000                2600.00018
       255                   0.40000                   0.30000                   0.21000                   0.00000                2400.00017
       256                   0.45000                   0.30000                   0.21000                   0.00000                2200.00013
       257                   0.50000                   0.30000                   0.21000                  -0.00000                2000.00010
       258                   0.55000                   0.30000                   0.21000                   0.00000                1800.00006
       259                   0.60000                   0.30000                   0.21000                   0.00000                1600.00002
       260                   0.65000                   0.30000                   0.21000                   0.00000                1400.00000
       261                   0.70000                   0.30000                   0.21000                   0.00000                1200.00003
       262                   0.75000                   0.30000                   0.21000                   0.00000                1000.00008
       263                   0.80000                   0.30000                   0.21000                   0.00000                 800.00009
       264                   0.85000                   0.30000                   0.21000                   0.00000                 600.00011
       265                   0.90000                   0.30000                   0.21000                   0.00000                 400.00014
       266                   0.95000                   0.30000                   0.21000                   0.00000                 200.00009
       267                   1.00000                   0.30000                   0.21000                   0.00000                  50.00002
       268                   1.05000                   0.30000                   0.21000                   0.00000                   0.00000
       269                   1.10000                   0.30000                   0.21000                   0.00000                   0.00000
       270                   1.15000                   0.30000                   0.21000                   0.00000                   0.00000
       271                   1.20000                   0.30000                   0.21000                   0.00000                   0.00000
       272                   1.25000                   0.30000                   0.21000                   0.00000                   0.00000
       273                   1.30000                   0.30000                   0.21000                  -0.00000                   0.00000
       274                   1.35000                   0.30000                   0.21000                  -0.00000                   0.00000
       275                   1.40000                   0.30000                   0.21000                  -0.00000                   0.00000
       276                   1.45000                   0.30000                   0.21000                  -0.00000                   0.00000
       277                   1.50000                   0.30000                   0.21000                  -0.00000                   0.00000
       278                   1.55000                   0.30000                   0.21000                  -0.00000                   0.00000
       279                   1.60000                   0.30000                   0.21000                  -0.00000                   0.00000
       280                   1.65000                   0.30000                   0.21000                  -0.00000                   0.00000
       281                   1.70000                   0.30000                   0.21000                  -0.00000                   0.00000
       282                   1.75000                   0.30000                   0.21000                  -0.00000                   0.00000
       283                   1.80000                   0.30000                   0.21000                  -0.00000                   0.00000
       284                   1.85000                   0.30000                   0.21000                   0.00000                   0.00000
       285                   1.90000                   0.30000                   0.21000                   0.00000                   0.00000
       286                   1.95000                   0.30000                   0.21000                  -0.00000                   0.00000
       287                   2.00000                   0.30000                   0.21000                   0.00000                   0.00000
       288                   0.00000                   0.35000                   0.22750                   0.00000                3850.00017
       289                   0.05000                   0.35000                   0.22750                   0.00000                3775.00014
       290                   0.10000                   0.35000                   0.22750                  -0.00000                3600.00009
       291                   0.15000                   0.35000                   0.22750                  -0.00000                3400.00005
       292                   0.20000                   0.35000                   0.22750                   0.00000                3200.00004
       293                   0.25000                   0.35000                   0.22750                   0.00000                3000.00005
       294                   0.30000                   0.35000                   0.22750                   0.00000                2800.00010
       295                   0.35000                   0.35000                   0.22750                   0.00000                2600.00015
       296                   0.40000                   0.35000                   0.22750                   0.00000                2400.00015
       297                   0.45000                   0.35000                   0.22750                   0.00000                2200.00012
       298                   0.50000                   0.35000                   0.22750                  -0.00000                2000.00009
       299                   0.55000                   0.35000                   0.22750                   0.00000                1800.00004
       300                   0.60000                   0.35000                   0.22750                   0.00000                1599.99999
       301                   0.65000                   0.35000                   0.22750                   0.00000                1399.99998
       302                   0.70000                   0.35000                   0.22750                   0.00000                1200.00003
       303                   0.75000                   0.35000                   0.22750                   0.00000                1000.00010
       304                   0.80000                   0.35000                   0.22750                   0.00000                 800.00010
       305                   0.85000                   0.35000                   0.22750                   0.00000                 600.00012
       306                   0.90000                   0.35000                   0.22750                   0.00000                 400.00016
       307                   0.95000                   0.35000                   0.22750                  -0.00000                 200.00010
       308                   1.00000                   0.35000                   0.22750                   0.00000                  50.00002
       309                   1.05000                   0.35000                   0.22750                   0.00000                   0.00000
       310                   1.10000                   0.35000                   0.22750                   0.00000                   0.00000
       311                   1.15000                   0.35000                   0.22750                   0.00000                   0.00000
       312                   1.20000                   0.35000                   0.22750                   0.00000                   0.00000
       313                   1.25000                   0.35000                   0.22750                   0.00000                   0.00000
       314                   1.30000                   0.35000                   0.22750                  -0.00000                   0.00000
       315                   1.35000                   0.35000                   0.22750                  -0.00000                   0.00000
       316                   1.40000                   0.35000                   0.22750                  -0.00000                   0.00000
       317                   1.45000                   0.35000                   0.22750                  -0.00000                   0.00000
       318                   1.50000                   0.35000                   0.22750                  -0.00000                   0.00000
       319                   1.55000                   0.35000                   0.22750                  -0.00000                   0.00000
       320                   1.60000                   0.35000                   0.22750                  -0.00000                   0.00000
       321                   1.65000                   0.35000                   0.22750                  -0.00000                   0.00000
       322                   1.70000                   0.35000                   0.22750                  -0.00000                   0.00000
       323                   1.75000                   0.35000                   0.22750                  -0.00000                   0.00000
       324                   1.80000                   0.35000                   0.22750                  -0.00000                   0.00000
       325                   1.85000                   0.35000                   0.22750                   0.00000                   0.00000
       326                   1.90000                   0.35000                   0.22750                   0.00000                   0.00000
       327                   1.95000                   0.35000                   0.22750                  -0.00000                   0.00000
       328                   2.00000                   0.35000                   0.22750                   0.00000                   0.00000
       329                   0.00000                   0.40000                   0.24000                   0.00000                3850.00007
       330                   0.05000                   0.40000                   0.24000                  -0.00000                3775.00005
       331                   0.10000                   0.40000                   0.24000                   0.00000                3600.00002
       332                   0.15000                   0.40000                   0.24000                  -0.00000                3400.00000
       333                   0.20000                   0.40000                   0.24000                   0.00000                3200.00001
       334                   0.25000                   0.40000                   0.24000                   0.00000                3000.00004
       335                   0.30000                   0.40000                   0.24000                   0.00000                2800.00007
       336                   0.35000                   0.40000                   0.24000                   0.00000                2600.00010
       337                   0.40000                   0.40000                   0.24000                   0.00000                2400.00011
       338                   0.45000                   0.40000                   0.24000                   0.00000                2200.00010
       339                   0.50000                   0.40000                   0.24000                   0.00000                2000.00007
       340                   0.55000                   0.40000                   0.24000                   0.00000                1800.00001
       341                   0.60000                   0.40000                   0.24000                   0.00000                1599.99997
       342                   0.65000                   0.40000                   0.24000                   0.00000                1399.99997
       343                   0.70000                   0.40000                   0.24000                   0.00000                1200.00002
       344                   0.75000                   0.40000                   0.24000                   0.00000                1000.00009
       345                   0.80000                   0.40000                   0.24000                   0.00000                 800.00012
       346                   0.85000                   0.40000                   0.24000                   0.00000                 600.00015
       347                   0.90000                   0.40000                   0.24000                   0.00000                 400.00019
       348                   0.95000                   0.40000                   0.24000                   0.00000                 200.00012
       349                   1.00000                   0.40000                   0.24000                   0.00000                  50.00002
       350                   1.05000                   0.40000                   0.24000                   0.00000                   0.00000
       351                   1.10000                   0.40000                   0.24000                   0.00000                   0.00000
       352                   1.15000                   0.40000                   0.24000                   0.00000                   0.00000
       353                   1.20000                   0.40000                   0.24000                   0.00000                   0.00000
       354                   1.25000                   0.40000                   0.24000                  -0.00000                   0.00000
       355                   1.30000                   0.40000                   0.24000                  -0.00000                   0.00000
       356                   1.35000                   0.40000                   0.24000                  -0.00000                   0.00000
       357                   1.40000                   0.40000                   0.24000                  -0.00000                   0.00000
       358                   1.45000                   0.40000                   0.24000                  -0.00000                   0.00000
       359                   1.50000                   0.40000                   0.24000                  -0.00000                   0.00000
       360                   1.55000                   0.40000                   0.24000                  -0.00000                   0.00000
       361                   1.60000                   0.40000                   0.24000                  -0.00000                   0.00000
       362                   1.65000                   0.40000                   0.24000                  -0.00000                   0.00000
       363                   1.70000                   0.40000                   0.24000                  -0.00000                   0.00000
       364                   1.75000                   0.40000                   0.24000                  -0.00000                   0.00000
       365                   1.80000                   0.40000                   0.24000                  -0.00000                   0.00000
       366                   1.85000                   0.40000                   0.24000                  -0.00000                   0.00000
       367                   1.90000                   0.40000                   0.24000                  -0.00000                   0.00000
       368                   1.95000                   0.40000                   0.24000                  -0.00000                   0.00000
       369                   2.00000                   0.40000                   0.24000                   0.00000                   0.00000
       370                   0.00000                   0.45000                   0.24750                   0.00000                3849.99992
       371                   0.05000                   0.45000                   0.24750                   0.00000                3774.99994
       372                   0.10000                   0.45000                   0.24750                  -0.00000                3599.99999
       373                   0.15000                   0.45000                   0.24750                  -0.00000                3400.00000
       374                   0.20000                   0.45000                   0.24750                  -0.00000                3200.00001
       375                   0.25000                   0.45000                   0.24750                   0.00000                3000.00003
       376                   0.30000                   0.45000                   0.24750                   0.00000                2800.00005
       377                   0.35000                   0.45000                   0.24750                   0.00000                2600.00007
       378                   0.40000                   0.45000                   0.24750                   0.00000                2400.00009
       379                   0.45000                   0.45000                   0.24750                   0.00000                2200.00006
       380                   0.50000                   0.45000                   0.24750                   0.00000                2000.00004
       381                   0.55000                   0.45000                   0.24750                   0.00000                1800.00002
       382                   0.60000                   0.45000                   0.24750                   0.00000                1600.00000
       383                   0.65000                   0.45000                   0.24750                   0.00000                1399.99999
       384                   0.70000                   0.45000                   0.24750                   0.00000                1200.00002
       385                   0.75000                   0.45000                   0.24750                   0.00000                1000.00006
       386                   0.80000                   0.45000                   0.24750                   0.00000                 800.00011
       387                   0.85000                   0.45000                   0.24750                   0.00000                 600.00018
       388                   0.90000                   0.45000                   0.24750                   0.00000                 400.00021
       389                   0.95000                   0.45000                   0.24750                   0.00000                 200.00015
       390                   1.00000                   0.45000                   0.24750                  -0.00000                  50.00004
