 Tempo totale (Ma):   0.000000
  Elemento    Coordinata X    Coordinata Y         Hr       Cond.   Densità         Cp           alpha       Pressione  Pressione lito  Temperatura      Divergenza   Shear Heating     Ad. Heating
       178          0.8750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         0.25000         0.25000           0.0000    -0.25000E-08     0.15125          0.0000    
       179          0.9250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         0.15000         0.15000           0.0000    -0.15000E-08     0.15125         -0.0000    
       180          0.9750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         0.50000E-01     0.50000E-01       0.0000    -0.50000E-09     0.15125         -0.0000    
       181          1.0250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.50000E-01      0.0000           0.0000     0.50000E-09     0.15125         -0.0000    
       182          1.0750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.15000          0.0000           0.0000     0.15000E-08     0.15125         -0.0000    
       183          1.1250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.25000          0.0000           0.0000     0.25000E-08     0.15125         -0.0000    
       184          1.1750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.35000          0.0000           0.0000     0.35000E-08     0.15125         -0.0000    
       185          1.2250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.45000          0.0000           0.0000     0.45000E-08     0.15125         -0.0000    
       186          1.2750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.55000          0.0000           0.0000     0.55000E-08     0.15125          0.0000    
       187          1.3250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.65000          0.0000           0.0000     0.65000E-08     0.15125          0.0000    
       188          1.3750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.75000          0.0000           0.0000     0.75000E-08     0.15125          0.0000    
       189          1.4250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.85000          0.0000           0.0000     0.85000E-08     0.15125          0.0000    
       190          1.4750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.95000          0.0000           0.0000     0.95000E-08     0.15125          0.0000    
       191          1.5250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.0500          0.0000           0.0000     0.10500E-07     0.15125          0.0000    
       192          1.5750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.1500          0.0000           0.0000     0.11500E-07     0.15125         -0.0000    
       193          1.6250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.2500          0.0000           0.0000     0.12500E-07     0.15125         -0.0000    
       194          1.6750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.3500          0.0000           0.0000     0.13500E-07     0.15125         -0.0000    
       195          1.7250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.4500          0.0000           0.0000     0.14500E-07     0.15125         -0.0000    
       196          1.7750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.5500          0.0000           0.0000     0.15500E-07     0.15125         -0.0000    
       197          1.8250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.6500          0.0000           0.0000     0.16500E-07     0.15125         -0.0000    
       198          1.8750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.7500          0.0000           0.0000     0.17500E-07     0.15125         -0.0000    
       199          1.9250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.8500          0.0000           0.0000     0.18500E-07     0.15125         -0.0000    
       200          1.9750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.9250          0.0000           0.0000     0.19500E-07     0.15125         -0.0000    
       201          0.0250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.9250          1.9250           0.0000    -0.19500E-07     0.10125          0.0000    
       202          0.0750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.8500          1.8500           0.0000    -0.18500E-07     0.10125          0.0000    
       203          0.1250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.7500          1.7500           0.0000    -0.17500E-07     0.10125          0.0000    
       204          0.1750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.6500          1.6500           0.0000    -0.16500E-07     0.10125          0.0000    
       205          0.2250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.5500          1.5500           0.0000    -0.15500E-07     0.10125          0.0000    
       206          0.2750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.4500          1.4500           0.0000    -0.14500E-07     0.10125          0.0000    
       207          0.3250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.3500          1.3500           0.0000    -0.13500E-07     0.10125          0.0000    
       208          0.3750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.2500          1.2500           0.0000    -0.12500E-07     0.10125          0.0000    
       209          0.4250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.1500          1.1500           0.0000    -0.11500E-07     0.10125          0.0000    
       210          0.4750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.0500          1.0500           0.0000    -0.10500E-07     0.10125          0.0000    
       211          0.5250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.95000         0.95000           0.0000    -0.95000E-08     0.10125          0.0000    
       212          0.5750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.85000         0.85000           0.0000    -0.85000E-08     0.10125          0.0000    
       213          0.6250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.75000         0.75000           0.0000    -0.75000E-08     0.10125          0.0000    
       214          0.6750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.65000         0.65000           0.0000    -0.65000E-08     0.10125         -0.0000    
       215          0.7250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.55000         0.55000           0.0000    -0.55000E-08     0.10125         -0.0000    
       216          0.7750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.45000         0.45000           0.0000    -0.45000E-08     0.10125         -0.0000    
       217          0.8250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.35000         0.35000           0.0000    -0.35000E-08     0.10125         -0.0000    
       218          0.8750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.25000         0.25000           0.0000    -0.25000E-08     0.10125         -0.0000    
       219          0.9250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.15000         0.15000           0.0000    -0.15000E-08     0.10125         -0.0000    
       220          0.9750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.50000E-01     0.50000E-01       0.0000    -0.50000E-09     0.10125         -0.0000    
       221          1.0250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.50000E-01      0.0000           0.0000     0.50000E-09     0.10125         -0.0000    
       222          1.0750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.15000          0.0000           0.0000     0.15000E-08     0.10125         -0.0000    
       223          1.1250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.25000          0.0000           0.0000     0.25000E-08     0.10125         -0.0000    
       224          1.1750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.35000          0.0000           0.0000     0.35000E-08     0.10125         -0.0000    
       225          1.2250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.45000          0.0000           0.0000     0.45000E-08     0.10125         -0.0000    
       226          1.2750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.55000          0.0000           0.0000     0.55000E-08     0.10125          0.0000    
       227          1.3250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.65000          0.0000           0.0000     0.65000E-08     0.10125          0.0000    
       228          1.3750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.75000          0.0000           0.0000     0.75000E-08     0.10125          0.0000    
       229          1.4250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.85000          0.0000           0.0000     0.85000E-08     0.10125          0.0000    
       230          1.4750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.95000          0.0000           0.0000     0.95000E-08     0.10125          0.0000    
       231          1.5250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.0500          0.0000           0.0000     0.10500E-07     0.10125          0.0000    
       232          1.5750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.1500          0.0000           0.0000     0.11500E-07     0.10125         -0.0000    
       233          1.6250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.2500          0.0000           0.0000     0.12500E-07     0.10125         -0.0000    
       234          1.6750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.3500          0.0000           0.0000     0.13500E-07     0.10125         -0.0000    
       235          1.7250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.4500          0.0000           0.0000     0.14500E-07     0.10125         -0.0000    
       236          1.7750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.5500          0.0000           0.0000     0.15500E-07     0.10125         -0.0000    
       237          1.8250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.6500          0.0000           0.0000     0.16500E-07     0.10125         -0.0000    
       238          1.8750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.7500          0.0000           0.0000     0.17500E-07     0.10125         -0.0000    
       239          1.9250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.8500          0.0000           0.0000     0.18500E-07     0.10125         -0.0000    
       240          1.9750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.9250          0.0000           0.0000     0.19500E-07     0.10125         -0.0000    
       241          0.0250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.9250          1.9250           0.0000    -0.19500E-07     0.61250E-01     -0.0000    
       242          0.0750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.8500          1.8500           0.0000    -0.18500E-07     0.61250E-01      0.0000    
       243          0.1250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.7500          1.7500           0.0000    -0.17500E-07     0.61250E-01      0.0000    
       244          0.1750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.6500          1.6500           0.0000    -0.16500E-07     0.61250E-01      0.0000    
       245          0.2250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.5500          1.5500           0.0000    -0.15500E-07     0.61250E-01      0.0000    
       246          0.2750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.4500          1.4500           0.0000    -0.14500E-07     0.61250E-01      0.0000    
       247          0.3250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.3500          1.3500           0.0000    -0.13500E-07     0.61250E-01      0.0000    
       248          0.3750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.2500          1.2500           0.0000    -0.12500E-07     0.61250E-01      0.0000    
       249          0.4250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.1500          1.1500           0.0000    -0.11500E-07     0.61250E-01      0.0000    
       250          0.4750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.0500          1.0500           0.0000    -0.10500E-07     0.61250E-01      0.0000    
       251          0.5250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.95000         0.95000           0.0000    -0.95000E-08     0.61250E-01      0.0000    
       252          0.5750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.85000         0.85000           0.0000    -0.85000E-08     0.61250E-01      0.0000    
       253          0.6250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.75000         0.75000           0.0000    -0.75000E-08     0.61250E-01     -0.0000    
       254          0.6750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.65000         0.65000           0.0000    -0.65000E-08     0.61250E-01     -0.0000    
       255          0.7250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.55000         0.55000           0.0000    -0.55000E-08     0.61250E-01     -0.0000    
       256          0.7750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.45000         0.45000           0.0000    -0.45000E-08     0.61250E-01     -0.0000    
       257          0.8250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.35000         0.35000           0.0000    -0.35000E-08     0.61250E-01     -0.0000    
       258          0.8750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.25000         0.25000           0.0000    -0.25000E-08     0.61250E-01     -0.0000    
       259          0.9250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.15000         0.15000           0.0000    -0.15000E-08     0.61250E-01     -0.0000    
       260          0.9750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.50000E-01     0.50000E-01       0.0000    -0.50000E-09     0.61250E-01     -0.0000    
       261          1.0250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.50000E-01      0.0000           0.0000     0.50000E-09     0.61250E-01     -0.0000    
       262          1.0750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.15000          0.0000           0.0000     0.15000E-08     0.61250E-01     -0.0000    
       263          1.1250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.25000          0.0000           0.0000     0.25000E-08     0.61250E-01     -0.0000    
       264          1.1750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.35000          0.0000           0.0000     0.35000E-08     0.61250E-01     -0.0000    
       265          1.2250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.45000          0.0000           0.0000     0.45000E-08     0.61250E-01     -0.0000    
       266          1.2750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.55000          0.0000           0.0000     0.55000E-08     0.61250E-01      0.0000    
       267          1.3250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.65000          0.0000           0.0000     0.65000E-08     0.61250E-01      0.0000    
       268          1.3750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.75000          0.0000           0.0000     0.75000E-08     0.61250E-01      0.0000    
       269          1.4250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.85000          0.0000           0.0000     0.85000E-08     0.61250E-01      0.0000    
       270          1.4750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.95000          0.0000           0.0000     0.95000E-08     0.61250E-01      0.0000    
       271          1.5250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.0500          0.0000           0.0000     0.10500E-07     0.61250E-01      0.0000    
       272          1.5750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.1500          0.0000           0.0000     0.11500E-07     0.61250E-01     -0.0000    
       273          1.6250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.2500          0.0000           0.0000     0.12500E-07     0.61250E-01     -0.0000    
       274          1.6750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.3500          0.0000           0.0000     0.13500E-07     0.61250E-01     -0.0000    
       275          1.7250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.4500          0.0000           0.0000     0.14500E-07     0.61250E-01     -0.0000    
       276          1.7750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.5500          0.0000           0.0000     0.15500E-07     0.61250E-01     -0.0000    
       277          1.8250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.6500          0.0000           0.0000     0.16500E-07     0.61250E-01     -0.0000    
       278          1.8750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.7500          0.0000           0.0000     0.17500E-07     0.61250E-01     -0.0000    
       279          1.9250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.8500          0.0000           0.0000     0.18500E-07     0.61250E-01     -0.0000    
       280          1.9750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.9250          0.0000           0.0000     0.19500E-07     0.61250E-01     -0.0000    
       281          0.0250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.9250          1.9250           0.0000    -0.19500E-07     0.31250E-01     -0.0000    
       282          0.0750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.8500          1.8500           0.0000    -0.18500E-07     0.31250E-01     -0.0000    
       283          0.1250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.7500          1.7500           0.0000    -0.17500E-07     0.31250E-01      0.0000    
       284          0.1750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.6500          1.6500           0.0000    -0.16500E-07     0.31250E-01      0.0000    
       285          0.2250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.5500          1.5500           0.0000    -0.15500E-07     0.31250E-01      0.0000    
       286          0.2750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.4500          1.4500           0.0000    -0.14500E-07     0.31250E-01      0.0000    
       287          0.3250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.3500          1.3500           0.0000    -0.13500E-07     0.31250E-01      0.0000    
       288          0.3750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.2500          1.2500           0.0000    -0.12500E-07     0.31250E-01      0.0000    
       289          0.4250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.1500          1.1500           0.0000    -0.11500E-07     0.31250E-01      0.0000    
       290          0.4750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.0500          1.0500           0.0000    -0.10500E-07     0.31250E-01      0.0000    
       291          0.5250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.95000         0.95000           0.0000    -0.95000E-08     0.31250E-01      0.0000    
       292          0.5750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.85000         0.85000           0.0000    -0.85000E-08     0.31250E-01     -0.0000    
       293          0.6250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.75000         0.75000           0.0000    -0.75000E-08     0.31250E-01     -0.0000    
       294          0.6750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.65000         0.65000           0.0000    -0.65000E-08     0.31250E-01     -0.0000    
       295          0.7250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.55000         0.55000           0.0000    -0.55000E-08     0.31250E-01     -0.0000    
       296          0.7750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.45000         0.45000           0.0000    -0.45000E-08     0.31250E-01     -0.0000    
       297          0.8250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.35000         0.35000           0.0000    -0.35000E-08     0.31250E-01     -0.0000    
       298          0.8750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.25000         0.25000           0.0000    -0.25000E-08     0.31250E-01     -0.0000    
       299          0.9250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.15000         0.15000           0.0000    -0.15000E-08     0.31250E-01     -0.0000    
       300          0.9750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.50000E-01     0.50000E-01       0.0000    -0.50000E-09     0.31250E-01     -0.0000    
       301          1.0250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.50000E-01      0.0000           0.0000     0.50000E-09     0.31250E-01     -0.0000    
       302          1.0750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.15000          0.0000           0.0000     0.15000E-08     0.31250E-01     -0.0000    
       303          1.1250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.25000          0.0000           0.0000     0.25000E-08     0.31250E-01     -0.0000    
       304          1.1750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.35000          0.0000           0.0000     0.35000E-08     0.31250E-01     -0.0000    
       305          1.2250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.45000          0.0000           0.0000     0.45000E-08     0.31250E-01     -0.0000    
       306          1.2750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.55000          0.0000           0.0000     0.55000E-08     0.31250E-01      0.0000    
       307          1.3250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.65000          0.0000           0.0000     0.65000E-08     0.31250E-01      0.0000    
       308          1.3750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.75000          0.0000           0.0000     0.75000E-08     0.31250E-01      0.0000    
       309          1.4250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.85000          0.0000           0.0000     0.85000E-08     0.31250E-01      0.0000    
       310          1.4750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.95000          0.0000           0.0000     0.95000E-08     0.31250E-01      0.0000    
       311          1.5250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.0500          0.0000           0.0000     0.10500E-07     0.31250E-01      0.0000    
       312          1.5750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.1500          0.0000           0.0000     0.11500E-07     0.31250E-01      0.0000    
       313          1.6250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.2500          0.0000           0.0000     0.12500E-07     0.31250E-01     -0.0000    
       314          1.6750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.3500          0.0000           0.0000     0.13500E-07     0.31250E-01     -0.0000    
       315          1.7250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.4500          0.0000           0.0000     0.14500E-07     0.31250E-01     -0.0000    
       316          1.7750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.5500          0.0000           0.0000     0.15500E-07     0.31250E-01     -0.0000    
       317          1.8250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.6500          0.0000           0.0000     0.16500E-07     0.31250E-01     -0.0000    
       318          1.8750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.7500          0.0000           0.0000     0.17500E-07     0.31250E-01     -0.0000    
       319          1.9250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.8500          0.0000           0.0000     0.18500E-07     0.31250E-01     -0.0000    
       320          1.9750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.9250          0.0000           0.0000     0.19500E-07     0.31250E-01     -0.0000    
       321          0.0250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.9250          1.9250           0.0000    -0.19500E-07     0.11250E-01     -0.0000    
       322          0.0750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.8500          1.8500           0.0000    -0.18500E-07     0.11250E-01     -0.0000    
       323          0.1250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.7500          1.7500           0.0000    -0.17500E-07     0.11250E-01      0.0000    
       324          0.1750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.6500          1.6500           0.0000    -0.16500E-07     0.11250E-01      0.0000    
       325          0.2250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.5500          1.5500           0.0000    -0.15500E-07     0.11250E-01      0.0000    
       326          0.2750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.4500          1.4500           0.0000    -0.14500E-07     0.11250E-01     -0.0000    
       327          0.3250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.3500          1.3500           0.0000    -0.13500E-07     0.11250E-01     -0.0000    
       328          0.3750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.2500          1.2500           0.0000    -0.12500E-07     0.11250E-01     -0.0000    
       329          0.4250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.1500          1.1500           0.0000    -0.11500E-07     0.11250E-01     -0.0000    
       330          0.4750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.0500          1.0500           0.0000    -0.10500E-07     0.11250E-01     -0.0000    
       331          0.5250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.95000         0.95000           0.0000    -0.95000E-08     0.11250E-01     -0.0000    
       332          0.5750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.85000         0.85000           0.0000    -0.85000E-08     0.11250E-01     -0.0000    
       333          0.6250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.75000         0.75000           0.0000    -0.75000E-08     0.11250E-01     -0.0000    
       334          0.6750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.65000         0.65000           0.0000    -0.65000E-08     0.11250E-01     -0.0000    
       335          0.7250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.55000         0.55000           0.0000    -0.55000E-08     0.11250E-01     -0.0000    
       336          0.7750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.45000         0.45000           0.0000    -0.45000E-08     0.11250E-01     -0.0000    
       337          0.8250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.35000         0.35000           0.0000    -0.35000E-08     0.11250E-01     -0.0000    
       338          0.8750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.25000         0.25000           0.0000    -0.25000E-08     0.11250E-01     -0.0000    
       339          0.9250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.15000         0.15000           0.0000    -0.15000E-08     0.11250E-01     -0.0000    
       340          0.9750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.50000E-01     0.50000E-01       0.0000    -0.50000E-09     0.11250E-01     -0.0000    
       341          1.0250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.50000E-01      0.0000           0.0000     0.50000E-09     0.11250E-01     -0.0000    
       342          1.0750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.15000          0.0000           0.0000     0.15000E-08     0.11250E-01     -0.0000    
       343          1.1250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.25000          0.0000           0.0000     0.25000E-08     0.11250E-01     -0.0000    
       344          1.1750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.35000          0.0000           0.0000     0.35000E-08     0.11250E-01     -0.0000    
       345          1.2250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.45000          0.0000           0.0000     0.45000E-08     0.11250E-01     -0.0000    
       346          1.2750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.55000          0.0000           0.0000     0.55000E-08     0.11250E-01      0.0000    
       347          1.3250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.65000          0.0000           0.0000     0.65000E-08     0.11250E-01      0.0000    
       348          1.3750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.75000          0.0000           0.0000     0.75000E-08     0.11250E-01      0.0000    
       349          1.4250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.85000          0.0000           0.0000     0.85000E-08     0.11250E-01      0.0000    
       350          1.4750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.95000          0.0000           0.0000     0.95000E-08     0.11250E-01      0.0000    
       351          1.5250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.0500          0.0000           0.0000     0.10500E-07     0.11250E-01      0.0000    
       352          1.5750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.1500          0.0000           0.0000     0.11500E-07     0.11250E-01      0.0000    
       353          1.6250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.2500          0.0000           0.0000     0.12500E-07     0.11250E-01      0.0000    
       354          1.6750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.3500          0.0000           0.0000     0.13500E-07     0.11250E-01     -0.0000    
       355          1.7250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.4500          0.0000           0.0000     0.14500E-07     0.11250E-01      0.0000    
       356          1.7750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.5500          0.0000           0.0000     0.15500E-07     0.11250E-01     -0.0000    
       357          1.8250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.6500          0.0000           0.0000     0.16500E-07     0.11250E-01     -0.0000    
       358          1.8750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.7500          0.0000           0.0000     0.17500E-07     0.11250E-01      0.0000    
       359          1.9250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.8500          0.0000           0.0000     0.18500E-07     0.11250E-01      0.0000    
       360          1.9750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.9250          0.0000           0.0000     0.19500E-07     0.11250E-01      0.0000    
