           8 CPU solution time    6.3900000000000068E-004 s
          32 CPU solution time    3.0600000000000072E-004 s
          50 CPU solution time    3.2300000000000037E-004 s
         128 CPU solution time    4.5100000000000001E-004 s
         242 CPU solution time    4.2700000000000030E-004 s
         512 CPU solution time    6.7299999999999999E-004 s
         968 CPU solution time    1.0499999999999954E-003 s
        2048 CPU solution time    1.7510000000000026E-003 s
        4050 CPU solution time    3.5570000000000046E-003 s
        8192 CPU solution time    6.1100000000000043E-003 s
       16200 CPU solution time    1.1981999999999993E-002 s
       32768 CPU solution time    2.3709999999999953E-002 s
       65522 CPU solution time    5.6602000000000041E-002 s
      131072 CPU solution time    9.8834000000000088E-002 s
      262088 CPU solution time   0.20176300000000014      s
      524288 CPU solution time   0.41781500000000005      s
     1048352 CPU solution time   0.91348499999999788      s
     2097152 CPU solution time    1.7569219999999959      s
     4193408 CPU solution time    4.0178549999999973      s
