           8 CPU solution time    5.7000000000001494E-004 s
          32 CPU solution time    6.4300000000000468E-004 s
          50 CPU solution time    4.3500000000001871E-004 s
         128 CPU solution time    5.8899999999997843E-004 s
         242 CPU solution time    7.4400000000002242E-004 s
         512 CPU solution time    1.0030000000000039E-003 s
         968 CPU solution time    1.7439999999999678E-003 s
        2048 CPU solution time    3.3190000000000164E-003 s
        4050 CPU solution time    5.9759999999999813E-003 s
        8192 CPU solution time    1.2709999999999999E-002 s
       16200 CPU solution time    2.4358999999999909E-002 s
       32768 CPU solution time    4.5562999999999909E-002 s
       65522 CPU solution time    7.4486000000000274E-002 s
      131072 CPU solution time   0.15899799999999997      s
      262088 CPU solution time   0.58927399999999963      s
      524288 CPU solution time   0.53715500000000027      s
     1048352 CPU solution time    1.2144109999999984      s
     2097152 CPU solution time    1.9919370000000001      s
     4193408 CPU solution time    4.8683649999999972      s
