           8 CPU factor.  time    5.1600000000001645E-004 s
          32 CPU factor.  time    7.4000000000001842E-004 s
          50 CPU factor.  time    4.8600000000001420E-004 s
         128 CPU factor.  time    5.8300000000000018E-004 s
         242 CPU factor.  time    6.8599999999999217E-004 s
         512 CPU factor.  time    8.9100000000000290E-004 s
         968 CPU factor.  time    1.2099999999999889E-003 s
        2048 CPU factor.  time    1.9569999999999865E-003 s
        4050 CPU factor.  time    3.3270000000000244E-003 s
        8192 CPU factor.  time    7.7599999999999891E-003 s
       16200 CPU factor.  time    1.7344000000000026E-002 s
       32768 CPU factor.  time    3.0057000000000000E-002 s
       65522 CPU factor.  time    8.1286000000000191E-002 s
      131072 CPU factor.  time   0.17050000000000010      s
      262088 CPU factor.  time   0.31305099999999975      s
      524288 CPU factor.  time   0.77085199999999965      s
     1048352 CPU factor.  time    1.6872790000000002      s
     2097152 CPU factor.  time    4.0228880000000018      s
     4193408 CPU factor.  time    10.076460999999995      s
