           1   1.0000000000000000        1.0000000000000000        1.2040199420743447E-002  0.17118701942910078        1.0000000000000000        1.0000000000000000     
           2  0.11968454219264604       0.36571482809908967        1.4378269147563697E-003   5.7319222764107697E-002  0.36571482809908967       0.16187268323258372     
           3   3.4256575801657300E-002  0.22585863817373841        4.1153940603147737E-004   3.4278786430607597E-002  0.22585863817373841        5.2563790992198677E-002
           4   8.7407136126818694E-003  0.10584154207701442        1.0500589703324064E-004   1.6791359519198565E-002  0.10584154207701442        1.3063115928741043E-002
           5   3.9314722601688605E-003   4.9218429995581653E-002   4.7230466551022147E-005   7.6979481759398560E-003   4.9218429995581653E-002   4.5430268983529115E-003
           6   1.8051355444552830E-003   2.1718244007255291E-002   2.1685870390993932E-005   3.3559680976786299E-003   2.1718244007255291E-002   1.8686055548728191E-003
           7   7.7022767935761537E-004   1.0846165281073367E-002   9.2530753340706884E-006   1.6620903166424950E-003   1.0846165281073367E-002   9.5300439470866075E-004
           8   3.8840704650960705E-004   5.0060956579673415E-003   4.6661008830376676E-006   7.6449831093594600E-004   5.0060956579673415E-003   5.6458078680044778E-004
           9   2.6451217066703612E-004   3.0122087233386144E-003   3.1776983429704603E-006   4.5908557869175914E-004   3.0122087233386144E-003   3.7089422637208479E-004
          10   1.3964650873077593E-004   1.7197703914858633E-003   1.6776334611248679E-006   2.6176917983611325E-004   1.7197703914858633E-003   2.9125863575750331E-004
          11   1.1192687742199396E-004   1.6301768047911904E-003   1.3446256793985158E-006   2.4792719026353605E-004   1.6301768047911904E-003   2.1814995450014193E-004
          12   9.1035862630251815E-005   1.2099222602927160E-003   1.0936529246633625E-006   1.8387381294264482E-004   1.2099222602927160E-003   1.5088858688855374E-004
          13   6.9642141106074574E-005   7.5403040870589035E-004   8.3664095073336902E-007   1.1457673644357791E-004   7.5403040870589035E-004   1.2095869755538263E-004
          14   5.2237632362220423E-005   5.2083265357319713E-004   6.2755312221291415E-007   7.9100934339645934E-005   5.2083265357319713E-004   9.8567198559151997E-005
          15   4.1938380981385631E-005   4.3050605803350876E-004   5.0382378627810277E-007   6.5380868071979181E-005   4.3050605803350876E-004   6.3269952001485463E-005
          16   3.8761545673865702E-005   4.0398478660109402E-004   4.6565909596801890E-007   6.1334784797540884E-005   4.0398478660109402E-004   5.3321796752716531E-005
          17   3.1785722263718473E-005   6.3658340832384319E-004   3.8185554253545228E-007   9.6610079129838544E-005   6.3658340832384319E-004   6.7285577684187369E-005
          18   3.4314753990826436E-005   6.5691435102927409E-004   4.1223787672115788E-007   9.9649494006842643E-005   6.5691435102927409E-004   7.2704393197250489E-005
          19   2.5972683630235111E-005   4.1892001984478254E-004   3.1202100468373018E-007   6.3539748633795190E-005   4.1892001984478254E-004   5.8623708552638150E-005
          20   2.5891331679698507E-005   4.9762692995926686E-004   3.1104369645340167E-007   7.5440253979930372E-005   4.9762692995926686E-004   5.9187032647102572E-005
          21   1.9553139296927241E-005   2.6029377393978762E-004   2.3490025974294473E-007   3.9457221129732267E-005   2.6029377393978762E-004   4.4700777797418942E-005
          22   7.9941650090104245E-006   9.9442437917073427E-005   9.6037338300820506E-008   1.5074722905943777E-005   9.9442437917073427E-005   2.3942975345358768E-005
          23   5.6653175308220468E-006   1.1225853341029710E-004   6.8059893912976498E-008   1.7017099927112839E-005   1.1225853341029710E-004   1.8429071750668692E-005
          24   3.8738162576139872E-006   4.0148769947998332E-005   4.6537818655835308E-008   6.0859800904491945E-006   4.0148769947998332E-005   1.0049064793168172E-005
          25   1.6437662354869538E-006   2.1530881758557309E-005   1.9747269895275968E-008   3.2637616155517524E-006   2.1530881758557309E-005   5.2064408772802847E-006
          26   8.8674535584124751E-007   1.0623441347810184E-005   1.0652852909578947E-008   1.6103491286834082E-006   1.0623441347810184E-005   2.9189108230796568E-006
          27   4.7755594104934913E-007   2.7341868632110818E-006   5.7370846700712332E-009   4.1446069592998569E-007   2.7341868632110818E-006   9.9959410592382054E-007
          28   1.4157359530777816E-007   1.1929497611373284E-006   1.7007844177809805E-009   1.8083287578463114E-007   1.1929497611373284E-006   3.6567895887340384E-007
          29   3.6388086092414685E-008   3.1377498563214838E-007   4.3714571001815744E-010   4.7563479460555058E-008   3.1377498563214838E-007   1.1276878379395029E-007
