 Tempo totale (Ma):   0.000000
  Elemento    Coordinata X    Coordinata Y         Hr       Cond.   Densità         Cp           alpha       Pressione  Pressione lito  Temperatura       Viscosità   Shear Heating     Ad. Heating
       147     883333.3333     337500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18955E+09     0.38173E+11    1300.0000     0.10000E+23     0.55072E-05     0.65736E-05
       148     916666.6667     337500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18722E+09     0.38175E+11    1300.0000     0.10000E+23     0.56134E-05     0.66182E-05
       149     950000.0000     337500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18567E+09     0.38177E+11    1300.0000     0.10000E+23     0.56834E-05     0.66471E-05
       150     983333.3333     337500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18489E+09     0.38178E+11    1300.0000     0.10000E+23     0.57181E-05     0.66614E-05
       151      16666.6666     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33256E+09     0.34467E+11    1300.0000     0.10000E+21     0.98003E-07    -0.11514E-04
       152      50000.0000     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33254E+09     0.34467E+11    1300.0000     0.10000E+21     0.96134E-07    -0.11400E-04
       153      83333.3334     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33250E+09     0.34468E+11    1300.0000     0.10000E+21     0.92507E-07    -0.11171E-04
       154     116666.6666     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33243E+09     0.34468E+11    1300.0000     0.10000E+21     0.87351E-07    -0.10824E-04
       155     150000.0000     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33234E+09     0.34468E+11    1300.0000     0.10000E+21     0.81036E-07    -0.10354E-04
       156     183333.3334     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33223E+09     0.34468E+11    1300.0000     0.10000E+21     0.74106E-07    -0.97558E-05
       157     216666.6666     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33210E+09     0.34468E+11    1300.0000     0.10000E+21     0.67316E-07    -0.90208E-05
       158     250000.0000     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33194E+09     0.34468E+11    1300.0000     0.10000E+21     0.61688E-07    -0.81400E-05
       159     283333.3333     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33176E+09     0.34468E+11    1300.0000     0.10000E+21     0.58573E-07    -0.71021E-05
       160     316666.6666     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33156E+09     0.34468E+11    1300.0000     0.10000E+21     0.59716E-07    -0.58941E-05
       161     350000.0000     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33134E+09     0.34469E+11    1300.0000     0.10000E+21     0.67328E-07    -0.45012E-05
       162     383333.3333     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33109E+09     0.34469E+11    1300.0000     0.10000E+21     0.84149E-07    -0.29064E-05
       163     416666.6667     412500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33083E+09     0.34469E+11    1300.0000     0.10000E+21     0.11356E-06    -0.10910E-05
       164     450000.0000     412500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.33054E+09     0.34469E+11    1300.0000     0.10000E+21     0.15959E-06     0.96572E-06
       165     483333.3333     412500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.29823E+09     0.34502E+11    1300.0000     0.10000E+21     0.22697E-06     0.32861E-05
       166     516666.6666     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.23298E+09     0.35655E+11    1300.0000     0.10000E+23     0.16995E-05     0.49125E-05
       167     550000.0000     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.19779E+09     0.35690E+11    1300.0000     0.10000E+23     0.18455E-05     0.53921E-05
       168     583333.3333     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.19344E+09     0.35694E+11    1300.0000     0.10000E+23     0.20385E-05     0.58087E-05
       169     616666.6667     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18890E+09     0.35699E+11    1300.0000     0.10000E+23     0.22610E-05     0.61680E-05
       170     650000.0000     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18431E+09     0.35703E+11    1300.0000     0.10000E+23     0.24964E-05     0.64761E-05
       171     683333.3333     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.17979E+09     0.35708E+11    1300.0000     0.10000E+23     0.27320E-05     0.67383E-05
       172     716666.6667     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.17546E+09     0.35712E+11    1300.0000     0.10000E+23     0.29580E-05     0.69600E-05
       173     750000.0000     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.17140E+09     0.35716E+11    1300.0000     0.10000E+23     0.31666E-05     0.71458E-05
       174     783333.3333     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.16772E+09     0.35720E+11    1300.0000     0.10000E+23     0.33530E-05     0.72999E-05
       175     816666.6667     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.16446E+09     0.35723E+11    1300.0000     0.10000E+23     0.35140E-05     0.74257E-05
       176     850000.0000     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.16167E+09     0.35726E+11    1300.0000     0.10000E+23     0.36481E-05     0.75262E-05
       177     883333.3333     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.15941E+09     0.35728E+11    1300.0000     0.10000E+23     0.37550E-05     0.76038E-05
       178     916666.6667     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.15768E+09     0.35730E+11    1300.0000     0.10000E+23     0.38346E-05     0.76605E-05
       179     950000.0000     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.15653E+09     0.35731E+11    1300.0000     0.10000E+23     0.38874E-05     0.76975E-05
       180     983333.3333     412500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.15594E+09     0.35732E+11    1300.0000     0.10000E+23     0.39136E-05     0.77158E-05
       181      16666.6666     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25854E+09     0.32141E+11    1300.0000     0.10000E+21     0.61112E-07    -0.12825E-04
       182      50000.0000     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25853E+09     0.32141E+11    1300.0000     0.10000E+21     0.60203E-07    -0.12696E-04
       183      83333.3334     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25849E+09     0.32142E+11    1300.0000     0.10000E+21     0.58499E-07    -0.12436E-04
       184     116666.6666     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25844E+09     0.32142E+11    1300.0000     0.10000E+21     0.56230E-07    -0.12044E-04
       185     150000.0000     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25837E+09     0.32142E+11    1300.0000     0.10000E+21     0.53770E-07    -0.11512E-04
       186     183333.3334     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25828E+09     0.32142E+11    1300.0000     0.10000E+21     0.51657E-07    -0.10836E-04
       187     216666.6666     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25818E+09     0.32142E+11    1300.0000     0.10000E+21     0.50633E-07    -0.10006E-04
       188     250000.0000     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25806E+09     0.32142E+11    1300.0000     0.10000E+21     0.51689E-07    -0.90141E-05
       189     283333.3333     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25792E+09     0.32142E+11    1300.0000     0.10000E+21     0.56114E-07    -0.78472E-05
       190     316666.6666     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25777E+09     0.32142E+11    1300.0000     0.10000E+21     0.65562E-07    -0.64922E-05
       191     350000.0000     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25759E+09     0.32142E+11    1300.0000     0.10000E+21     0.82112E-07    -0.49339E-05
       192     383333.3333     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25741E+09     0.32143E+11    1300.0000     0.10000E+21     0.10835E-06    -0.31552E-05
       193     416666.6667     487500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25720E+09     0.32143E+11    1300.0000     0.10000E+21     0.14742E-06    -0.11372E-05
       194     450000.0000     487500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.25698E+09     0.32143E+11    1300.0000     0.10000E+21     0.20313E-06     0.11408E-05
       195     483333.3333     487500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.23120E+09     0.32169E+11    1300.0000     0.10000E+21     0.28006E-06     0.37012E-05
       196     516666.6666     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.17932E+09     0.33233E+11    1300.0000     0.10000E+23     0.10823E-05     0.54781E-05
       197     550000.0000     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.15183E+09     0.33261E+11    1300.0000     0.10000E+23     0.11567E-05     0.59781E-05
       198     583333.3333     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.14915E+09     0.33263E+11    1300.0000     0.10000E+23     0.12614E-05     0.64198E-05
       199     616666.6667     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.14628E+09     0.33266E+11    1300.0000     0.10000E+23     0.13865E-05     0.68072E-05
       200     650000.0000     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.14332E+09     0.33269E+11    1300.0000     0.10000E+23     0.15230E-05     0.71446E-05
       201     683333.3333     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.14035E+09     0.33272E+11    1300.0000     0.10000E+23     0.16624E-05     0.74363E-05
       202     716666.6667     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.13746E+09     0.33275E+11    1300.0000     0.10000E+23     0.17982E-05     0.76863E-05
       203     750000.0000     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.13473E+09     0.33278E+11    1300.0000     0.10000E+23     0.19253E-05     0.78985E-05
       204     783333.3333     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.13222E+09     0.33280E+11    1300.0000     0.10000E+23     0.20401E-05     0.80763E-05
       205     816666.6667     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.12997E+09     0.33283E+11    1300.0000     0.10000E+23     0.21401E-05     0.82230E-05
       206     850000.0000     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.12804E+09     0.33284E+11    1300.0000     0.10000E+23     0.22239E-05     0.83411E-05
       207     883333.3333     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.12645E+09     0.33286E+11    1300.0000     0.10000E+23     0.22909E-05     0.84329E-05
       208     916666.6667     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.12524E+09     0.33287E+11    1300.0000     0.10000E+23     0.23409E-05     0.85002E-05
       209     950000.0000     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.12443E+09     0.33288E+11    1300.0000     0.10000E+23     0.23742E-05     0.85443E-05
       210     983333.3333     487500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.12401E+09     0.33288E+11    1300.0000     0.10000E+23     0.23907E-05     0.85662E-05
       211      16666.6666     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18461E+09     0.29815E+11    1300.0000     0.10000E+21     0.31840E-07    -0.13820E-04
       212      50000.0000     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18460E+09     0.29815E+11    1300.0000     0.10000E+21     0.31760E-07    -0.13679E-04
       213      83333.3334     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18457E+09     0.29815E+11    1300.0000     0.10000E+21     0.31709E-07    -0.13396E-04
       214     116666.6666     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18454E+09     0.29815E+11    1300.0000     0.10000E+21     0.31915E-07    -0.12968E-04
       215     150000.0000     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18449E+09     0.29816E+11    1300.0000     0.10000E+21     0.32738E-07    -0.12389E-04
       216     183333.3334     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18443E+09     0.29816E+11    1300.0000     0.10000E+21     0.34700E-07    -0.11652E-04
       217     216666.6666     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18435E+09     0.29816E+11    1300.0000     0.10000E+21     0.38514E-07    -0.10750E-04
       218     250000.0000     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18427E+09     0.29816E+11    1300.0000     0.10000E+21     0.45126E-07    -0.96723E-05
       219     283333.3333     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18417E+09     0.29816E+11    1300.0000     0.10000E+21     0.55768E-07    -0.84066E-05
       220     316666.6666     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18406E+09     0.29816E+11    1300.0000     0.10000E+21     0.72012E-07    -0.69394E-05
       221     350000.0000     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18394E+09     0.29816E+11    1300.0000     0.10000E+21     0.95836E-07    -0.52552E-05
       222     383333.3333     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18380E+09     0.29816E+11    1300.0000     0.10000E+21     0.12969E-06    -0.33369E-05
       223     416666.6667     562500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18366E+09     0.29816E+11    1300.0000     0.10000E+21     0.17659E-06    -0.11653E-05
       224     450000.0000     562500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.18350E+09     0.29816E+11    1300.0000     0.10000E+21     0.24019E-06     0.12802E-05
       225     483333.3333     562500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.16473E+09     0.29835E+11    1300.0000     0.10000E+21     0.32487E-06     0.40223E-05
       226     516666.6666     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.12706E+09     0.30810E+11    1300.0000     0.10000E+23     0.57440E-06     0.59119E-05
       227     550000.0000     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.10734E+09     0.30830E+11    1300.0000     0.10000E+23     0.60619E-06     0.64248E-05
       228     583333.3333     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.10578E+09     0.30832E+11    1300.0000     0.10000E+23     0.65604E-06     0.68831E-05
       229     616666.6667     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.10406E+09     0.30833E+11    1300.0000     0.10000E+23     0.71822E-06     0.72897E-05
       230     650000.0000     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.10225E+09     0.30835E+11    1300.0000     0.10000E+23     0.78730E-06     0.76476E-05
       231     683333.3333     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.10041E+09     0.30837E+11    1300.0000     0.10000E+23     0.85865E-06     0.79603E-05
       232     716666.6667     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.98609E+08     0.30839E+11    1300.0000     0.10000E+23     0.92830E-06     0.82310E-05
       233     750000.0000     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.96881E+08     0.30841E+11    1300.0000     0.10000E+23     0.99324E-06     0.84628E-05
       234     783333.3333     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.95277E+08     0.30842E+11    1300.0000     0.10000E+23     0.10514E-05     0.86586E-05
       235     816666.6667     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.93833E+08     0.30844E+11    1300.0000     0.10000E+23     0.11015E-05     0.88212E-05
       236     850000.0000     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.92583E+08     0.30845E+11    1300.0000     0.10000E+23     0.11429E-05     0.89530E-05
       237     883333.3333     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.91553E+08     0.30846E+11    1300.0000     0.10000E+23     0.11756E-05     0.90559E-05
       238     916666.6667     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.90763E+08     0.30847E+11    1300.0000     0.10000E+23     0.11997E-05     0.91316E-05
       239     950000.0000     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.90227E+08     0.30847E+11    1300.0000     0.10000E+23     0.12155E-05     0.91814E-05
       240     983333.3333     562500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.89957E+08     0.30848E+11    1300.0000     0.10000E+23     0.12233E-05     0.92061E-05
       241      16666.6666     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11074E+09     0.27489E+11    1300.0000     0.10000E+21     0.11664E-07    -0.14488E-04
       242      50000.0000     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11073E+09     0.27489E+11    1300.0000     0.10000E+21     0.12187E-07    -0.14340E-04
       243      83333.3334     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11072E+09     0.27489E+11    1300.0000     0.10000E+21     0.13337E-07    -0.14041E-04
       244     116666.6666     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11070E+09     0.27489E+11    1300.0000     0.10000E+21     0.15335E-07    -0.13588E-04
       245     150000.0000     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11067E+09     0.27489E+11    1300.0000     0.10000E+21     0.18528E-07    -0.12977E-04
       246     183333.3334     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11063E+09     0.27489E+11    1300.0000     0.10000E+21     0.23419E-07    -0.12200E-04
       247     216666.6666     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11059E+09     0.27489E+11    1300.0000     0.10000E+21     0.30693E-07    -0.11248E-04
       248     250000.0000     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11054E+09     0.27489E+11    1300.0000     0.10000E+21     0.41263E-07    -0.10112E-04
       249     283333.3333     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11048E+09     0.27490E+11    1300.0000     0.10000E+21     0.56313E-07    -0.87797E-05
       250     316666.6666     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11041E+09     0.27490E+11    1300.0000     0.10000E+21     0.77356E-07    -0.72368E-05
       251     350000.0000     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11034E+09     0.27490E+11    1300.0000     0.10000E+21     0.10630E-06    -0.54679E-05
       252     383333.3333     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11026E+09     0.27490E+11    1300.0000     0.10000E+21     0.14551E-06    -0.34557E-05
       253     416666.6667     637500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11017E+09     0.27490E+11    1300.0000     0.10000E+21     0.19792E-06    -0.11811E-05
       254     450000.0000     637500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.11008E+09     0.27490E+11    1300.0000     0.10000E+21     0.26707E-06     0.13770E-05
       255     483333.3333     637500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.98676E+08     0.27501E+11    1300.0000     0.10000E+21     0.35726E-06     0.42410E-05
       256     516666.6666     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.75825E+08     0.28387E+11    1300.0000     0.10000E+23     0.21288E-06     0.62057E-05
       257     550000.0000     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.63952E+08     0.28399E+11    1300.0000     0.10000E+23     0.22228E-06     0.67261E-05
       258     583333.3333     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.63145E+08     0.28399E+11    1300.0000     0.10000E+23     0.24092E-06     0.71945E-05
       259     616666.6667     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.62241E+08     0.28400E+11    1300.0000     0.10000E+23     0.26583E-06     0.76129E-05
       260     650000.0000     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.61277E+08     0.28401E+11    1300.0000     0.10000E+23     0.29402E-06     0.79838E-05
       261     683333.3333     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.60286E+08     0.28402E+11    1300.0000     0.10000E+23     0.32275E-06     0.83100E-05
       262     716666.6667     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.59303E+08     0.28403E+11    1300.0000     0.10000E+23     0.34990E-06     0.85941E-05
       263     750000.0000     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.58355E+08     0.28404E+11    1300.0000     0.10000E+23     0.37396E-06     0.88387E-05
       264     783333.3333     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.57469E+08     0.28405E+11    1300.0000     0.10000E+23     0.39409E-06     0.90465E-05
       265     816666.6667     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.56668E+08     0.28406E+11    1300.0000     0.10000E+23     0.41000E-06     0.92198E-05
       266     850000.0000     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.55972E+08     0.28407E+11    1300.0000     0.10000E+23     0.42189E-06     0.93608E-05
       267     883333.3333     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.55396E+08     0.28407E+11    1300.0000     0.10000E+23     0.43026E-06     0.94712E-05
       268     916666.6667     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.54953E+08     0.28408E+11    1300.0000     0.10000E+23     0.43574E-06     0.95527E-05
       269     950000.0000     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.54652E+08     0.28408E+11    1300.0000     0.10000E+23     0.43898E-06     0.96064E-05
       270     983333.3333     637500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.54500E+08     0.28408E+11    1300.0000     0.10000E+23     0.44047E-06     0.96330E-05
       271      16666.6666     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36910E+08     0.25163E+11    1300.0000     0.10000E+21     0.13985E-08    -0.14824E-04
       272      50000.0000     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36907E+08     0.25163E+11    1300.0000     0.10000E+21     0.22368E-08    -0.14671E-04
       273      83333.3334     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36902E+08     0.25163E+11    1300.0000     0.10000E+21     0.40164E-08    -0.14364E-04
       274     116666.6666     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36895E+08     0.25163E+11    1300.0000     0.10000E+21     0.69516E-08    -0.13900E-04
       275     150000.0000     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36885E+08     0.25163E+11    1300.0000     0.10000E+21     0.11383E-07    -0.13272E-04
       276     183333.3334     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36873E+08     0.25163E+11    1300.0000     0.10000E+21     0.17800E-07    -0.12474E-04
       277     216666.6666     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36858E+08     0.25163E+11    1300.0000     0.10000E+21     0.26874E-07    -0.11498E-04
       278     250000.0000     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36841E+08     0.25163E+11    1300.0000     0.10000E+21     0.39497E-07    -0.10332E-04
       279     283333.3333     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36822E+08     0.25163E+11    1300.0000     0.10000E+21     0.56829E-07    -0.89663E-05
       280     316666.6666     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36800E+08     0.25163E+11    1300.0000     0.10000E+21     0.80352E-07    -0.73853E-05
       281     350000.0000     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36775E+08     0.25163E+11    1300.0000     0.10000E+21     0.11194E-06    -0.55739E-05
       282     383333.3333     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36749E+08     0.25163E+11    1300.0000     0.10000E+21     0.15392E-06    -0.35145E-05
       283     416666.6667     712500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36720E+08     0.25163E+11    1300.0000     0.10000E+21     0.20916E-06    -0.11880E-05
       284     450000.0000     712500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.36689E+08     0.25163E+11    1300.0000     0.10000E+21     0.28119E-06     0.14264E-05
       285     483333.3333     712500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04    -0.32864E+08     0.25167E+11    1300.0000     0.10000E+21     0.37422E-06     0.43517E-05
       286     516666.6666     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.25206E+08     0.25962E+11    1300.0000     0.10000E+23     0.25313E-07     0.63540E-05
       287     550000.0000     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.21241E+08     0.25966E+11    1300.0000     0.10000E+23     0.25027E-07     0.68778E-05
       288     583333.3333     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.20994E+08     0.25967E+11    1300.0000     0.10000E+23     0.29727E-07     0.73509E-05
       289     616666.6667     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.20713E+08     0.25967E+11    1300.0000     0.10000E+23     0.37517E-07     0.77750E-05
       290     650000.0000     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.20411E+08     0.25967E+11    1300.0000     0.10000E+23     0.46461E-07     0.81522E-05
       291     683333.3333     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.20099E+08     0.25967E+11    1300.0000     0.10000E+23     0.54862E-07     0.84849E-05
       292     716666.6667     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.19788E+08     0.25968E+11    1300.0000     0.10000E+23     0.61431E-07     0.87756E-05
       293     750000.0000     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.19486E+08     0.25968E+11    1300.0000     0.10000E+23     0.65429E-07     0.90266E-05
       294     783333.3333     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.19204E+08     0.25968E+11    1300.0000     0.10000E+23     0.66658E-07     0.92403E-05
       295     816666.6667     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18948E+08     0.25969E+11    1300.0000     0.10000E+23     0.65404E-07     0.94189E-05
