           1  0.74675111968746466     
           2  0.35670367199977610     
           3  0.20316056626635901     
           4   6.9699637956290444E-002
           5   2.5928489025195914E-002
           6   7.0448962346862281E-003
           7   3.6739289979815211E-003
           8   2.4068661977373522E-003
           9   1.5052454950385864E-003
          10   9.6558546788620030E-004
          11   7.4437788557544843E-004
          12   5.0202429771143819E-004
          13   3.7071147733294674E-004
          14   2.6785678959488418E-004
          15   1.9595430356656615E-004
          16   1.5629498965656372E-004
          17   1.2295449606249616E-004
          18   9.7289709532422992E-005
          19   8.4483451299362380E-005
          20   7.2582872066475311E-005
          21   6.3160690924336609E-005
          22   6.2882711220200977E-005
          23   5.7444549619337023E-005
          24   5.4380771867802521E-005
          25   5.4857006054809296E-005
          26   5.1743521628504648E-005
          27   5.0204947808515655E-005
          28   4.9715565175563861E-005
          29   4.3057016968351567E-005
          30   4.1908505010471435E-005
          31   4.1856304978794911E-005
          32   4.0458078160869464E-005
          33   3.7924662890348277E-005
          34   3.5156753771053685E-005
          35   3.3133825774228134E-005
          36   3.4578676407008827E-005
          37   3.3553409347653182E-005
          38   3.2805170603374081E-005
          39   3.5160109572830974E-005
          40   3.9115182474161893E-005
          41   3.7207493011184867E-005
          42   3.6545047503915803E-005
          43   3.7227578267692568E-005
          44   3.5162284003589424E-005
          45   3.1647249453297547E-005
          46   3.1421155399160970E-005
          47   2.8499014361331171E-005
          48   2.7446259498832105E-005
          49   2.6316791698898286E-005
          50   2.4004025863821375E-005
          51   2.3856731044795401E-005
          52   2.2653972020031350E-005
          53   2.1281288020003360E-005
          54   2.0475241073010973E-005
          55   1.9038042227602118E-005
          56   1.8822436874264030E-005
          57   1.8451200827417318E-005
          58   1.7351691180917460E-005
          59   1.5592782282771810E-005
          60   1.4118938439904086E-005
          61   1.2927761580745853E-005
          62   1.1436513076465315E-005
          63   1.0721917467977400E-005
          64   9.8854820343536874E-006
          65   9.7993108980216932E-006
          66   9.8775205067959547E-006
          67   9.8587798312160202E-006
          68   1.0193994693467474E-005
          69   9.8316327145182223E-006
          70   9.2527391160512289E-006
          71   9.3114702560759308E-006
          72   8.4803910397865162E-006
          73   7.3185948513434911E-006
          74   6.2373916248728944E-006
          75   5.7584087128958179E-006
          76   5.2642771453944049E-006
          77   5.1888502516184963E-006
          78   4.9408893283843181E-006
          79   4.4970729848171657E-006
          80   3.9353349225305447E-006
          81   3.4728464262067875E-006
          82   3.1262562293542469E-006
          83   2.8755256317306080E-006
          84   2.5839935144640497E-006
          85   2.1150365222524109E-006
          86   1.8759432026425358E-006
          87   1.7186683263957986E-006
          88   1.5834345853900756E-006
          89   1.4655997944661626E-006
          90   1.2862179806993715E-006
          91   1.0769688436432266E-006
          92   9.8434076714812787E-007
          93   8.5780981667647100E-007
          94   6.5891859495442514E-007
          95   5.4625326958583516E-007
          96   4.8182117482261058E-007
          97   4.0898070197082745E-007
          98   3.9542605787803285E-007
          99   3.5264571258416631E-007
         100   2.8464487784333713E-007
         101   2.5866816623252610E-007
         102   2.1202531148989875E-007
         103   1.6761404803299587E-007
         104   1.4748169328864286E-007
         105   1.2860930375852592E-007
         106   1.1469205946107372E-007
         107   1.0389159495291914E-007
         108   9.4349962184441202E-008
         109   9.0395411123071934E-008
         110   8.4907046524328365E-008
         111   6.9064235697852599E-008
         112   5.9418530933078141E-008
         113   4.8360048486097398E-008
         114   3.8371359454446575E-008
         115   2.9583414600501454E-008
         116   2.0632760919632697E-008
         117   1.5800329805580907E-008
         118   1.3280295801507588E-008
         119   1.1587179107073748E-008
         120   1.0276738293675568E-008
         121   9.6726165403380318E-009
