           8 CPU factor.  time    6.3699999999999868E-004 s
          32 CPU factor.  time    1.3799999999999923E-004 s
          50 CPU factor.  time    1.3699999999999823E-004 s
         128 CPU factor.  time    2.2400000000000198E-004 s
         242 CPU factor.  time    3.6600000000000521E-004 s
         512 CPU factor.  time    7.3800000000000254E-004 s
         968 CPU factor.  time    1.5669999999999989E-003 s
        2048 CPU factor.  time    4.2720000000000119E-003 s
        4050 CPU factor.  time    1.0437999999999989E-002 s
        8192 CPU factor.  time    2.7761000000000008E-002 s
       16200 CPU factor.  time    7.0163999999999976E-002 s
       32768 CPU factor.  time   0.18290899999999999      s
       65522 CPU factor.  time   0.69815600000000011      s
      131072 CPU factor.  time    1.3226369999999998      s
      262088 CPU factor.  time    3.3625149999999997      s
      524288 CPU factor.  time    8.9372170000000004      s
     1048352 CPU factor.  time    46.273134000000006      s
     2097152 CPU factor.  time    64.008535000000009      s
     4193408 CPU factor.  time    185.33416699999998      s
