           8 CPU factor.  time    4.3800000000000089E-004 s
          32 CPU factor.  time    9.5800000000000052E-004 s
          50 CPU factor.  time    3.5000000000000309E-004 s
         128 CPU factor.  time    4.1100000000000858E-004 s
         242 CPU factor.  time    6.2600000000000156E-004 s
         512 CPU factor.  time    8.3899999999999253E-004 s
         968 CPU factor.  time    1.2410000000000060E-003 s
        2048 CPU factor.  time    2.6420000000000055E-003 s
        4050 CPU factor.  time    5.5199999999999971E-003 s
        8192 CPU factor.  time    8.1019999999999981E-003 s
       16200 CPU factor.  time    1.6584000000000015E-002 s
       32768 CPU factor.  time    3.2411000000000023E-002 s
       65522 CPU factor.  time    8.1144999999999967E-002 s
      131072 CPU factor.  time   0.15344600000000008      s
      262088 CPU factor.  time   0.40405900000000017      s
      524288 CPU factor.  time   0.84035800000000016      s
     1048352 CPU factor.  time    2.8299649999999996      s
     2097152 CPU factor.  time    4.0873119999999989      s
     4193408 CPU factor.  time    13.185419999999997      s
