           8 CPU factor.  time    4.2800000000000130E-004 s
          32 CPU factor.  time    7.7800000000000091E-004 s
          50 CPU factor.  time    3.4600000000000256E-004 s
         128 CPU factor.  time    5.4299999999999835E-004 s
         242 CPU factor.  time    6.7400000000000099E-004 s
         512 CPU factor.  time    7.7800000000000091E-004 s
         968 CPU factor.  time    1.7019999999999952E-003 s
        2048 CPU factor.  time    2.9819999999999985E-003 s
        4050 CPU factor.  time    4.6420000000000072E-003 s
        8192 CPU factor.  time    9.7399999999999987E-003 s
       16200 CPU factor.  time    2.3723999999999995E-002 s
       32768 CPU factor.  time    3.9388000000000034E-002 s
       65522 CPU factor.  time   0.14888800000000002      s
      131072 CPU factor.  time   0.23525799999999997      s
      262088 CPU factor.  time   0.39976299999999987      s
      524288 CPU factor.  time    1.0896910000000002      s
     1048352 CPU factor.  time    3.2708509999999995      s
     2097152 CPU factor.  time    5.6851529999999997      s
     4193408 CPU factor.  time    12.730604999999997      s
