           1   1.0000000000000000        1.0000000000000000        1.2053771117380582E-002  0.17984440892558878        1.0000000000000000        1.0000000000000000     
           2  0.11915178158751864       0.37744350375991953        1.4319855366882485E-003   6.2009784177781094E-002  0.37744350375991953       0.16243068160317300     
           3   3.3870793083723788E-002  0.25731733112019645        4.0697718223065265E-004   4.0935293362736297E-002  0.25731733112019645        5.2506152265798779E-002
           4   7.1689073749105275E-003  0.14211968577177414        8.6138539549361157E-005   2.3187500753015539E-002  0.14211968577177414        1.2606032841657693E-002
           5   2.6884656286250597E-003   6.8507205503825080E-002   3.2303461882456251E-005   1.1275496379822725E-002   6.8507205503825080E-002   3.9298036918585669E-003
           6   1.1357509994072042E-003   3.1948982379611718E-002   1.3646702176919607E-005   5.2224566687195662E-003   3.1948982379611718E-002   1.3786134775750664E-003
           7   5.9239966797167110E-004   1.5498498549558802E-002   7.1180229106787679E-006   2.4947564655018739E-003   1.5498498549558802E-002   6.7196721236021122E-004
           8   2.9195223502893110E-004   8.3009224108961093E-003   3.5079741528307542E-006   1.3325933367010767E-003   8.3009224108961093E-003   3.7840352505047448E-004
           9   1.2761768124557642E-004   4.4325852100927819E-003   1.5333998943165102E-006   7.0905833253998019E-004   4.4325852100927819E-003   2.2843147709809171E-004
          10   7.4994863677847414E-005   2.5107877019298307E-003   9.0110645054677760E-007   4.0118331764721349E-004   2.5107877019298307E-003   1.5202420418015082E-004
          11   5.7543048151634597E-005   1.2450478152522730E-003   6.9141284388488257E-007   1.9869774484168601E-004   1.2450478152522730E-003   1.1959699374090343E-004
          12   5.6245158734257097E-005   1.2984186291393641E-003   6.7581795590124260E-007   2.0707517660260855E-004   1.2984186291393641E-003   9.5369894479333851E-005
          13   4.2494775042083345E-005   9.0671656691411549E-004   5.1059918050841186E-007   1.4452973188719409E-004   9.0671656691411549E-004   6.7525017613624495E-005
          14   2.7035772768851203E-005   6.4575597345883451E-004   3.2485037085467087E-007   1.0287861898358730E-004   6.4575597345883451E-004   5.3943191287957440E-005
          15   1.6800165943914644E-005   5.0901658218719260E-004   2.0186366360084847E-007   8.1070111878717155E-005   5.0901658218719260E-004   4.7586371643988894E-005
          16   1.5928750977958798E-005   4.3483393824434900E-004   1.9139311111197996E-007   6.9234350313474025E-005   4.3483393824434900E-004   3.6890868026006834E-005
          17   1.4610749742409934E-005   3.3636408600874919E-004   1.7555656764003266E-007   5.3546039234644849E-005   3.3636408600874919E-004   2.9783775584667645E-005
          18   1.1821199712830321E-005   3.1091654007517897E-004   1.4203851851909635E-007   4.9487248920718208E-005   3.1091654007517897E-004   2.7212253477115006E-005
          19   1.0933071483705240E-005   2.6352076776507368E-004   1.3136714669354313E-007   4.1936719107987797E-005   2.6352076776507368E-004   2.2587768119036484E-005
          20   8.1764590997515837E-006   2.0231412586963943E-004   9.8244862148106748E-008   3.2193316889098100E-005   2.0231412586963943E-004   1.8563143397902326E-005
          21   7.0766329543244958E-006   1.6312628027612990E-004   8.5029818070853872E-008   2.5954879827538857E-005   1.6312628027612990E-004   1.7358296532220066E-005
          22   6.3233189484917871E-006   1.5833029054765593E-004   7.5978316743373375E-008   2.5191061065465981E-005   1.5833029054765593E-004   1.4838488166574986E-005
          23   5.1913693880087993E-006   1.2146872564327359E-004   6.2377291130656870E-008   1.9324609862231279E-005   1.2146872564327359E-004   1.2518735188136384E-005
          24   4.3378276012252539E-006   1.0740638889686917E-004   5.2121495372111357E-008   1.7086879852419579E-005   1.0740638889686917E-004   1.1880259995209991E-005
          25   3.7312061658283154E-006   1.0241776231054304E-004   4.4832589698528093E-008   1.6292447736140914E-005   1.0241776231054304E-004   1.0035513063276630E-005
          26   3.2578555087895047E-006   7.1903641308118039E-005   3.9145009022548312E-008   1.1438010786332664E-005   7.1903641308118039E-005   8.2049870878213819E-006
          27   2.2724250432909121E-006   4.7709179432109003E-005   2.7304494843549243E-008   7.5890252320687246E-006   4.7709179432109003E-005   6.9483582240811935E-006
          28   1.6883591125302228E-006   4.5136280185630017E-005   2.0286606523632752E-008   7.1796677304780676E-006   4.5136280185630017E-005   5.2112887563135570E-006
          29   1.7974212733553779E-006   4.7148384641618764E-005   2.1597051113584926E-008   7.4995823228264646E-006   4.7148384641618764E-005   4.9228184302103859E-006
          30   2.0943155196686132E-006   6.6997267777003949E-005   2.5164406405062210E-008   1.0656369877716509E-005   6.6997267777003949E-005   6.1510922418985245E-006
          31   2.3001444839556318E-006   7.2619944323156960E-005   2.7637559904201677E-008   1.1550148664607462E-005   7.2619944323156960E-005   6.4315132184915235E-006
          32   1.9750569175849218E-006   4.9560081259401450E-005   2.3731445618784582E-008   7.8822725293609119E-006   4.9560081259401450E-005   5.5299989447083101E-006
          33   1.9924760691125125E-006   6.6953380412645999E-005   2.3940746791118708E-008   1.0648214691801050E-005   6.6953380412645999E-005   5.4128936546773226E-006
          34   1.8889808894916413E-006   8.1786698181546085E-005   2.2697192663085968E-008   1.3006656402768380E-005   8.1786698181546085E-005   6.1632901320630211E-006
          35   2.0913565440231133E-006   5.6599890567773936E-005   2.5128852565973895E-008   9.0008042617716034E-006   5.6599890567773936E-005   6.0722002227267003E-006
          36   2.3854818535754369E-006   7.6523636712939845E-005   2.8662937496023294E-008   1.2168562593894983E-005   7.6523636712939845E-005   5.6004158068385132E-006
          37   2.4615431381552438E-006   7.4958825371221709E-005   2.9576857639471664E-008   1.1919039057631253E-005   7.4958825371221709E-005   6.4528364608767672E-006
          38   1.8498371047603569E-006   4.8208986943597706E-005   2.2226857505702269E-008   7.6653995351241844E-006   4.8208986943597706E-005   5.5848405072419659E-006
          39   1.2749264260232839E-006   4.4062904131222499E-005   1.5318974823065400E-008   7.0059329532537462E-006   4.4062904131222499E-005   4.0506707492053603E-006
          40   1.0887524961910418E-006   3.4458522212907731E-005   1.3081987905879625E-008   5.4787446046380972E-006   3.4458522212907731E-005   3.8800281653181495E-006
          41   9.2325870089053393E-007   2.4981937829448238E-005   1.1093484685606534E-008   3.9719825813966381E-006   2.4981937829448238E-005   3.0320587360070092E-006
          42   7.5898044928429091E-007   2.6333128018923919E-005   9.1195869468779604E-009   4.1868444418599604E-006   2.6333128018923919E-005   2.4316599102222259E-006
          43   6.0093045300744740E-007   1.5004765796346386E-005   7.2205252739502874E-009   2.3856859343825208E-006   1.5004765796346386E-005   2.1178570699907466E-006
          44   3.9769359504824168E-007   1.2691336854723375E-005   4.7785174435304204E-009   2.0178571716687049E-006   1.2691336854723375E-005   1.5195709123726352E-006
          45   3.4955943747332332E-007   9.3282687818050924E-006   4.2001578379572059E-009   1.4831383113676072E-006   9.3282687818050924E-006   1.3090554535574180E-006
          46   2.4664061366064853E-007   4.8010804698388776E-006   2.9635289330597915E-009   7.6334184745396882E-007   4.8010804698388776E-006   9.1603060023524597E-007
          47   1.6953365315176710E-007   4.2782304791224489E-006   2.0370444209476951E-009   6.8021077043178835E-007   4.2782304791224489E-006   6.6054870328159740E-007
          48   1.3235689393461111E-007   2.7337662670202633E-006   1.5903442615229380E-009   4.3465058953418012E-007   2.7337662670202633E-006   4.7307431326786444E-007
          49   9.3346271058302123E-008   1.7576374435206725E-006   1.1216091743403573E-009   2.7945249900240832E-007   1.7576374435206725E-006   2.8130256745329053E-007
          50   5.7740076664469948E-008   1.1800750046134345E-006   6.9378025464789781E-010   1.8762407494321565E-007   1.1800750046134345E-006   1.8895914830815868E-007
          51   3.9756535916590920E-008   4.9617522207596183E-007   4.7769766177164193E-010   7.8888578614044746E-008   4.9617522207596183E-007   9.9782120327908197E-008
