           1   1.0000000000000000        1.0000000000000000        1.1664877838864402E-002  0.12499802127176805        1.0000000000000000        1.0000000000000000     
           2  0.13001106554451855       0.32086467572091865        1.5170256803103850E-003   3.7579126213387090E-002  0.32086467572091865       0.15294656678971297     
           3   4.8677904911521963E-002  0.15274209541468292        5.6796782001047679E-004   1.8052823738574225E-002  0.15274209541468292        5.5717555342096478E-002
           4   1.3359056990449975E-002   5.5488138468321693E-002   1.5586696179165668E-004   6.4761197724190755E-003   5.5488138468321693E-002   1.5592152822851708E-002
           5   5.2341894652987286E-003   4.0238265900674704E-002   6.1074464291052590E-005   4.5222672018746940E-003   4.0238265900674704E-002   6.2556496475643410E-003
           6   5.8709638758292684E-003   2.1558670041179447E-002   6.8500219442115844E-005   2.4082370465605130E-003   2.1558670041179447E-002   5.3189755376494693E-003
           7   3.8549926031667255E-004   1.9016465978307913E-003   4.4979433093763656E-006   2.1260873535260127E-004   1.9016465978307913E-003   1.1554867211123327E-003
           8   6.5548493274679786E-005   1.8295671073908286E-004   7.6481166617661350E-007   2.0455416090373046E-005   1.8295671073908286E-004   1.0950460174462693E-004
           9   1.0319130345281158E-005   3.1986828392588902E-005   1.2040223725761907E-007   3.5762376133507967E-006   3.1986828392588902E-005   1.9295003614103670E-005
          10   3.7010172609504029E-006   1.5089276660119856E-005   4.3182927992983788E-008   1.6870257779355580E-006   1.5089276660119856E-005   4.4484865944463509E-006
          11   1.4518712770634971E-006   6.6635921518485077E-006   1.6940215265270897E-008   7.4500986221859300E-007   6.6635921518485077E-006   2.3544499381468649E-006
          12   4.5084838930965044E-007   1.8437097038888890E-006   5.2604307368420145E-009   2.0613197647401105E-007   1.8437097038888890E-006   6.6496111456858639E-007
          13   1.1962375974024312E-007   4.1299537046201152E-007   1.3957518747546860E-009   4.6174035234214372E-008   4.1299537046201152E-007   2.2811843306736266E-007
