           8 effective RAM needed for the factorization           0 Mb
effective RAM needed for the factorization:      0Mb (sum over all MPI processes)
          32 effective RAM needed for the factorization           0 Mb
effective RAM needed for the factorization:      0Mb (sum over all MPI processes)
          50 effective RAM needed for the factorization           0 Mb
effective RAM needed for the factorization:      0Mb (sum over all MPI processes)
         128 effective RAM needed for the factorization           0 Mb
effective RAM needed for the factorization:      0Mb (sum over all MPI processes)
         242 effective RAM needed for the factorization           0 Mb
effective RAM needed for the factorization:      0Mb (sum over all MPI processes)
         512 effective RAM needed for the factorization           1 Mb
effective RAM needed for the factorization:      1Mb (sum over all MPI processes)
         968 effective RAM needed for the factorization           1 Mb
effective RAM needed for the factorization:      2Mb (sum over all MPI processes)
        2048 effective RAM needed for the factorization           3 Mb
effective RAM needed for the factorization:      8Mb (sum over all MPI processes)
        4050 effective RAM needed for the factorization           7 Mb
effective RAM needed for the factorization:     12Mb (sum over all MPI processes)
        8192 effective RAM needed for the factorization          14 Mb
effective RAM needed for the factorization:     25Mb (sum over all MPI processes)
       16200 effective RAM needed for the factorization          17 Mb
effective RAM needed for the factorization:     38Mb (sum over all MPI processes)
       32768 effective RAM needed for the factorization          22 Mb
effective RAM needed for the factorization:     67Mb (sum over all MPI processes)
       65522 effective RAM needed for the factorization          32 Mb
effective RAM needed for the factorization:    124Mb (sum over all MPI processes)
      131072 effective RAM needed for the factorization          56 Mb
effective RAM needed for the factorization:    230Mb (sum over all MPI processes)
      262088 effective RAM needed for the factorization          94 Mb
effective RAM needed for the factorization:    450Mb (sum over all MPI processes)
      524288 effective RAM needed for the factorization         183 Mb
effective RAM needed for the factorization:    920Mb (sum over all MPI processes)
     1048352 effective RAM needed for the factorization         370 Mb
effective RAM needed for the factorization:   1869Mb (sum over all MPI processes)
     2097152 effective RAM needed for the factorization        1077 Mb
effective RAM needed for the factorization:   4020Mb (sum over all MPI processes)
     4193408 effective RAM needed for the factorization        1698 Mb
effective RAM needed for the factorization:   8329Mb (sum over all MPI processes)
