4.270406e+23 6.600000e+05
4.312193e+23 6.534000e+05
4.433986e+23 6.468000e+05
4.645165e+23 6.402000e+05
4.950479e+23 6.336000e+05
5.357997e+23 6.270000e+05
5.865865e+23 6.204000e+05
6.433333e+23 6.138000e+05
6.936389e+23 6.072000e+05
7.201495e+23 6.006000e+05
7.061936e+23 5.940000e+05
6.488843e+23 5.874000e+05
5.525067e+23 5.808000e+05
4.340526e+23 5.742000e+05
3.170009e+23 5.676000e+05
2.283221e+23 5.610000e+05
1.772063e+23 5.544000e+05
1.552434e+23 5.478000e+05
1.494320e+23 5.412000e+05
1.541290e+23 5.346000e+05
1.660287e+23 5.280000e+05
1.842561e+23 5.214000e+05
2.087037e+23 5.148000e+05
2.396967e+23 5.082000e+05
2.780715e+23 5.016000e+05
3.240016e+23 4.950000e+05
3.784178e+23 4.884000e+05
4.410536e+23 4.818000e+05
5.128819e+23 4.752000e+05
5.948599e+23 4.686000e+05
6.895453e+23 4.620000e+05
8.011562e+23 4.554000e+05
9.352443e+23 4.488000e+05
1.102068e+24 4.422000e+05
1.312287e+24 4.356000e+05
1.588113e+24 4.290000e+05
1.953637e+24 4.224000e+05
2.453871e+24 4.158000e+05
3.146927e+24 4.092000e+05
4.106678e+24 4.026000e+05
5.400341e+24 3.960000e+05
6.990020e+24 3.894000e+05
8.713746e+24 3.828000e+05
1.000000e+25 3.762000e+05
1.000000e+25 3.696000e+05
1.000000e+25 3.630000e+05
1.000000e+25 3.564000e+05
1.000000e+25 3.498000e+05
1.000000e+25 3.432000e+05
1.000000e+25 3.366000e+05
1.000000e+25 3.300000e+05
1.000000e+21 3.234000e+05
1.000000e+21 3.168000e+05
1.000000e+21 3.102000e+05
1.000000e+21 3.036000e+05
1.000000e+21 2.970000e+05
1.000000e+21 2.904000e+05
1.000000e+21 2.838000e+05
1.000000e+21 2.772000e+05
1.000000e+21 2.706000e+05
1.000000e+21 2.640000e+05
1.000000e+21 2.574000e+05
1.000000e+21 2.508000e+05
1.000000e+21 2.442000e+05
1.000000e+21 2.376000e+05
1.000000e+21 2.310000e+05
1.000000e+21 2.244000e+05
1.000000e+21 2.178000e+05
1.000000e+21 2.112000e+05
1.000000e+21 2.046000e+05
1.000000e+21 1.980000e+05
1.000000e+21 1.914000e+05
1.000000e+21 1.848000e+05
1.000000e+21 1.782000e+05
1.000000e+21 1.716000e+05
1.000000e+21 1.650000e+05
1.000000e+21 1.584000e+05
1.000000e+21 1.518000e+05
1.000000e+21 1.452000e+05
1.000000e+21 1.386000e+05
1.000000e+21 1.320000e+05
1.000000e+21 1.254000e+05
1.000000e+21 1.188000e+05
1.000000e+21 1.122000e+05
1.000000e+21 1.056000e+05
1.000000e+21 9.900000e+04
1.000000e+21 9.240000e+04
1.000000e+21 8.580000e+04
1.000000e+21 7.920000e+04
1.000000e+21 7.260000e+04
1.000000e+21 6.600000e+04
1.000000e+21 5.940000e+04
1.000000e+21 5.280000e+04
1.000000e+21 4.620000e+04
1.000000e+21 3.960000e+04
1.000000e+21 3.300000e+04
1.000000e+21 2.640000e+04
1.000000e+21 1.980000e+04
1.000000e+21 1.320000e+04
1.000000e+21 6.600000e+03
1.000000e+21 0.000000e+00
